ID,Entry_Type,address,author,booktitle,collaborator,copyright,doi,edition,editor,eprint,eprinttype,googlebooks,ids,institution,isbn,issn,journal,jstor,keywords,langid,month,note,number,pages,pmcid,publisher,school,series,shorttitle,title,type,urldate,volume,year
glover1986,book,Canberra,"Glover, Ian C.",,,,,,,,,,,,978-0-86784-943-1 978-0-7315-0126-7,,,,,english,,,11,,,"Dept. of Prehistory, Research School of Pacific Studies, Australian National University",,Terra {{Australis}},,"Archaeology in {{Eastern Timor}}, 1966-67",,,,1986
golitko2013,incollection,,"Golitko, Mark and Schauer, Matthew and Terrell, John Edward","Pacific {{Archaeology}}: {{Documenting}} the {{Past}} 50,000 {{Years}}",,,,,"Summerhayes, Glenn R. and Buckley, Hallie",,,,,,,,,,,,,,,43--57,,University of Otago,,,,Obsidian Acquisition on the {{Sepik}} Coast of Northern {{Papua New Guinea}} during the Last Two {{Millennia}},,,,2013
green1960,techreport,Dunedin,"Green, Roger C.",,,,,,,,,,,University of Otago,,,,,,,,,,,,,,,,"Preliminary Report for the {{American Museum}} of {{Natural History}} on Archaeological Research in the {{Gambier Isles}} ({{Mangareva}}) {{July}} 2, 1959 to {{December}} 6, 1959. {{Manuscript}} on File.",,,,1960
green1967,book,,"Green, Roger C. and Green, Kaye and Rappaport, Roy A. and Rappaport, Ann and Davidson, Janet M.",,,,,,,,,,,,,,,,,english,,,,,,New York,,"Anthropological {{Papers}} of the {{American Museum}} of {{Natural History}}, Vol. 51",,"Archeology on the Island of {{Mo}}'orea, {{French Polynesia}}",,,,1967
green1972,article,,"Green, Roger C.",,,,,,,42927790,jstor,,,,,0066-8435,Asian Perspectives,42927790,,,,,2,197--199,,,,,,Southeast {{Solomons}} Fieldwork,,2018-02-19,15,1972
green1974,book,Auckland,"Green, Roger C. and Davidson, Janet M.",,,,,,,,,,,,,,,,,,,,,,,{Auckland Institute and Museum},,Bulletin 7,,"Archaeology in {{Western Samoa}}, 2 {{Vol}}.",,,,1974
gunness1987,mastersthesis,Honolulu,"Gunness, JoLynn",,,,,,,,,,,,,,,,,,,,,,,,University of Hawai`i at Manoa,,,"Archaeological Investigations at {{Kualoa Regional Park}}, 1975--1985: {{An}} Overview",,,,1987
gunness1993,article,,"Gunness, JoLynn",,,,,,,,,,,,,,,,,,,,2,50--71,,,,,,"The {{Kualoa}} Archaeological Research Project, 1975--1985: {{A}} Brief Overview",,,Hawaiian Archaeology,1993
hamel2001,book,"Wellington, N.Z","Hamel, Jill",,,,,,,,,,,,978-0-478-22016-2,,,,"Antiquities,Excavations (Archaeology),Historic sites,Maori (New Zealand people),New Zealand,New Zealand Otago,Otago (N.Z.)",english,,,,,,Department of Conservation,,{{DOC Science Publishing}},,The Archaeology of {{Otago}},,,,2001
hay1986,techreport,,"Hay, Deborah and Haun, Alan E. and Rosendahl, Paul H. and Severance, Craig J.",,,,,,,,,,,"{P.H. Rosendhal Inc., Office of Housing and Community Development, County of Hawai'i}",,,,,,,,,,,,,,,,"Kahalu'u Data Recovery Project: {{Excavations}} at Site 50-10-37-7702, {{Kahalu}}'u Habitation Cave, Land of {{Kahalu}}'u, {{North Kona}}, Island of {{Hawai}}'i. {{Report}} Submitted by {{P}}.{{H}}. {{Rosendhal}}, {{Inc}}.",,,,1986
hermann2012,article,,"Hermann, Aymeric and Maury, Ren{\'e} C. and Liorzou, C{\'e}line",,,,,,,,,,hermann2012c,,,,G\'eologue,,,,,,,80--83,,,,,,"Tra\c cabilit\'e Des Mati\`eres Premi\`eres Lithiques Dans Les Assemblages Arch\'eologiques Polyn\'esiens: {{Le}} Cas de {{Tubuai}} ({{Archipel}} Des {{Australes}}, {{Polyn\'esie}} Fran\c caise)",,,172,2012
hermann2013,phdthesis,Tahiti,"Hermann, Aymeric",,,,,,,,,,,,,,,,,,,,,,,,Universit\'e de Polyn\'esie Fran\c caise,,,Les Industries Lithiques Pr\'e-Europ\'eennes de {{Polyn\'esie}} Centrale : {{Savoir-faire}} et Dynamiques Techno-\'Economiques,,,,2013
hermann2016,article,,"Hermann, Aymeric and Bollt, Robert and Conte, Eric",,,,10.1002/arco.5070,,,,,,"hermann2016i,hermann2016j,hermann2016k,hermann2016l",,,1834-4453,Archaeology in Oceania,,"Austral Islands,chronologie,chronology,coastal occupation,East Polynesia,Iles Australes,occupation cotiere,Polynesie orientale,stratigraphie,stratigraphy",,,,1,31--44,,,,,The {{Atiahara}} Site Revisited,"The {{Atiahara}} Site Revisited: {{An}} Early Coastal Settlement in {{Tubuai}} ({{Austral Islands}}, {{French Polynesia}})",,2019-10-17,51,2016
hermann2017,article,,"Hermann, Aymeric and Sauz{\'e}at, Lucie and Guillou, Herv{\'e} and Maury, Ren{\'e} C. and Chauvel, Catherine and Liorzou, C{\'e}line and Conte, Eric",,,,10.1016/j.jasrep.2017.03.024,,,,,,"hermann2017i,hermann2017j,hermann2017k,hermann2017l",,,2352-409X,Journal of Archaeological Science: Reports,,"Adzes,Geochemistry,Geochronology,Polynesia,Provenance studies,Voyaging",,June,,Supplement C,75--87,,,,,,Combined Geochemical and Geochronological Analyses of Stone Artefacts Provide Unambiguous Evidence of Intra- and Inter-Island Interactions in {{Polynesia}},,2017-12-15,13,2017
hermann2019,article,,"Hermann, Aymeric and Molle, Guillaume and Maury, Ren{\'e} and Liorzou, C{\'e}line and McAlister, Andrew",,,,10.1002/arco.5187,,,,,,,,,0728-4896,Archaeology in Oceania,,"Analyses de provenance,Architecture ceremonielle,ceremonial architecture,Chefferie,chiefdoms,Eastern Polynesia,Echange,exchange,Outils en pierre,Polynesie orientale,provenance analysis,stone tool",,August,,3,184--199,,,,,,"Geochemical Sourcing of Volcanic Materials Imported into {{Teti}}'aroa {{Atoll}} Shows Multiple Long-Distance Interactions in the {{Windward Society Islands}}, {{French Polynesia}}",,2019-08-20,54,2019
hermann2023,article,,"Hermann, Aymeric and Guti{\'e}rrez, Pamela and Chauvel, Catherine and Maury, Ren{\'e} and Liorzou, C{\'e}line and Willie, Edson and Phillip, Iarawai and Forkel, Robert and Rzymski, Christoph and Bedford, Stuart",,,,10.1126/sciadv.adf4487,,,,,,,,,,Science Advances,,,,April,,16,eadf4487,,American Association for the Advancement of Science,,,,Artifact Geochemistry Demonstrates Long-Distance Voyaging in the {{Polynesian Outliers}},,2023-04-25,9,2023
hoffmann2017,techreport,,"Hoffmann, Andrew",,,,,,,,,,,,,,,,,,,,,,,,,,,"Investigation of Archaeological Site {{T11}}/2789, {{Cooks Beach}} ({{Pukaki}}), {{Mercury Bay}}: {{Final}} Report. {{HNZ}} Authorities 2015/867 \& 2015/1022. {{Report}} to {{Heritage New Zealand Pouhere Taonga}} and {{Longreach Developments Ltd}}",,,,2017
hunt1988,article,,"Hunt, T. L. and Kirch, P. V.",,,,,,,20706178,jstor,,,,,0032-4000,Journal of the Polynesian Society,20706178,,,,,2,153--183,,,,,,"An Archaeological Survey of the {{Manu}}'a Islands, {{American Samoa}}",,2018-02-15,97,1988
ishimura2006,article,,"Ishimura, Tomo and Inoue, Tomohiro",,,,,,,,,,,,,,Journal of Samoan Studies,,,american,,,,43--56,,,,,,"Archaeological {{Excavations}} at the {{Si}}'utu {{Midden Site}}, {{Savai}}'i {{Island}}",,2018-05-17,2,2006
johnson2007,article,,"Johnson, Phillip R. and Pearl, Frederic B. and Eckert, Suzanne L. and James, William D.",,,,10.1016/j.jas.2006.09.022,,,,,,,,,0305-4403,Journal of Archaeological Science,,"Basalt,INAA,Polynesia,Provenance study,Quarry,Samoa",english,July,,7,1078--1086,,,,,{{INAA}} of Pre-Contact Basalt Quarries on the {{Samoan Island}} of {{Tutuila}},{{INAA}} of Pre-Contact Basalt Quarries on the {{Samoan Island}} of {{Tutuila}}: A Preliminary Baseline for an Artifact-Centered Provenance Study,,2020-07-28,34,2007
johnson2013,phdthesis,,"Johnson, Phillip R.",,,,,,,,,,,,,,,,,,,,,,,,Texas A\&M University,,,"Elemental and {{Technological Analyses}} of {{Basalt Adze Manufacture}} on {{Tutuila}}, {{Amerika Samoa}}: {{Economic Intensification}} and {{Specialization During}} the {{Monument Building Period}}",,,,2013
jones2002,phdthesis,"Auckland, New Zealand","Jones, Martin",,,,,,,,,,,,,,,,,english,,,,,,,Auckland University,,,A {{Brief Prehistory}} of {{Time}},,2020-10-20,,2002
kahn2008,article,,"Kahn, Jennifer G. and Mills, P. R. and Lundblad, S. P. and Holson, J. and Kirch, Patrick V.",,,,,,,,,,kahn2008a,,,,New Zealand Journal of Archaeology,,,,,,,135--165,,,,,,"Tool Production at the {{Nu}}`u {{Quarry}}, {{Maui}}, {{Hawaiian Islands}}: {{Manufacturing}} Sequences and Energy-Dispersive {{Xray}} Fluorescence Analyses",,,30,2008
kahn2013,article,,"Kahn, Jennifer G. and Sinton, John and Mills, Peter R. and Lundblad, Steven P.",,,,10.1016/j.jas.2012.10.003,,,,,,,,,0305-4403,Journal of Archaeological Science,,"Adzes,Chiefdoms,Eastern Polynesia,Exchange,Prestige goods,Society Islands,Stone tool production,X-ray fluorescence",,February,,2,1194--1202,,,,,,X-Ray Fluorescence Analysis and Intra-Island Exchange in the {{Society Island}} Archipelago ({{Central Eastern Polynesia}}),,2018-02-02,40,2013
kahn2015,book,Honolulu,"Kahn, Jennifer G. and Kirch, Patrick V.",,,,,,,,,,,,978-1-58178-126-7,,,,,english,,,,,,Bishop Museum Press,,Bishop {{Museum Bulletin}} in {{Anthropology}} 13,,"Monumentality and {{Ritual Materialization}} in the {{Society Islands}}: {{The Archaeology}} of a {{Major Ceremonial Complex}} in the '{{Opunohu Valley}}, {{Mo}}'orea",,,,2015
key1968,article,,"Key, C. A.",,,,10.1038/219360a0,,,,,,,,,1476-4687,Nature,,,english,July,,5152,360--360,,,,,,Trace {{Element Identification}} of the {{Source}} of {{Obsidian}} in an {{Archaeological Site}} in {{New Guinea}},,,219,1968
kirch1979,book,Honolulu,"Kirch, Patrick Vinton",,,,,,,,,,,,,,,,,,,,,,,Bishop Museum,,Pacific {{Anthropological Records}}. 29,Marine {{Exploitation}} in {{Prehistoric Hawai}}'i,"Marine {{Exploitation}} in {{Prehistoric Hawai}}'i: {{Archaeological}} Investigations at {{Kalahuipua}}'a, {{Hawai}}'i Island",,,,1979
kirch1982,book,,"Kirch, Patrick Vinton and Yen, Douglas E.",,,,,,,,,,,,,,,,,,,,,,,Bernice P. Bishop Museum,,B.{{P}}. {{Bishop Museum Bulletin}} 238,,Tikopia. {{The Prehistory}} and {{Ecology}} of a {{Polynesian Outlier}},,,,1982
kirch1988,book,Seattle,"Kirch, Patrick Vinton",,,,,,,,,,,,,,,,,,,,5,,,Burke Museum,,Thomas {{Burke Memorial Washington State Museum}},Niuatoputapu,Niuatoputapu: {{The}} Prehistory of a {{Polynesian}} Chiefdom,,,,1988
kirch1990a,article,,"Kirch, Patrick V. and Hunt, Terry L. and Nagaoka, Lisa and Tyler, Jason",,,,10.1002/j.1834-4453.1990.tb00225.x,,,,,,,,,1834-4453,Archaeology in Oceania,,,english,,,1,1--15,,,,,,"An {{Ancestral Polynesian}} Occupation Site at {{To}}'aga, {{Ofu Island}}, {{American Samoa}}",,2018-07-06,25,1990
kirch1993a,book,,"Kirch, Patrick Vinton and Hunt, Terry L.",,,,,,,,,RS91AAAAMAAJ,,,978-1-882744-01-5,,,,History / General,english,January,,,,,"Archaeological Research Facility, University of California, Berkeley",,,The {{To}}'{{Aga Site}},"The {{To}}'aga {{Site}}: {{Three Millennia}} of {{Polynesian Occupation}} in the {{Manu}}'a {{Islands}}, {{American Samoa}}",,,,1993
kirch1997a,book,Berkeley,,,,,,,"Kirch, Patrick V.",,,,,,,,,,,,,,,,,University of California,,,Na Mea Kahiko No {{Kahikinui}},"Na Mea Kahiko No {{Kahikinui}}: {{Studies}} in the Archaeology of {{Kahikinui}}, {{Maui}}",,,,1997
kirch2012,article,,"Kirch, Patrick V. and Mills, Peter R. and Lundblad, Steven P. and Sinton, John and Kahn, Jennifer G.",,,,10.1073/pnas.1119009109,,,22203984,pmid,,,,,"0027-8424, 1091-6490",Proceedings of the National Academy of Sciences,,"adze quarrying,geochemical sourcing,Polynesian archaeology",english,January,,4,1056--1061,,,,,,Interpolity Exchange of Basalt Tools Facilitated via Elite Control in {{Hawaiian}} Archaic States,,2018-02-02,109,2012
kirch2015,article,,"Kirch, Patrick V. and Molle, Guillaume and Nickelsen, Cordelia and Mills, Peter and Dotte-Sarout, Emilie and Swift, Jillian and Wolfe, Allison and Horrocks, Mark",,,,10.1002/arco.5050,,,,,,,,,1834-4453,Archaeology in Oceania,,"adzes,colonisation polynesienne,extinction de l'avifaune,fishhooks,Gambier Islands,hamecons,herminettes,Iles Gambier,Pacific rat,Polynesian colonisation,rat pacifique,seabird extinctions",french,,,1,23--42,,,,,{Human ecodynamics in the Mangareva Islands},"{Human ecodynamics in the Mangareva Islands: a stratified sequence from Nenega-Iti Rock Shelter (site AGA-3, Agakauitai Island)}",,2018-05-31,50,2015
kirch2017a,book,,"Kirch, Patrick Vinton",,,,,,,,,IffdAQAACAAJ,kirch2017b,,,,,,,english,,,40,,,Cotsen Institute of Archaeology Press,,,"Tangatatau {{Rockshelter}} ({{Mangaia}}, {{Southern Cook Islands}})","Tangatatau {{Rockshelter}} ({{Mangaia}}, {{Southern Cook Islands}}): {{The Evolution}} of an {{Eastern Polynesian Socio-ecosystem}}",,,,2017
kneebone2016,phdthesis,,"Kneebone, Brendan",,,,,,,,,,,,,,,,,,,,,,,,University of Auckland,,,Spatial {{Interactions}} and {{Communications}}: {{A Geochemical Analysis}} of {{Obsidian}} from the {{Tamaki}} Region,Bathesis,,,2016
kneebone2018,mastersthesis,,"Kneebone, Brendan",,,,,,,,,,,,,,,,,,,,,,,,University of Auckland,,,"The {{Sharpest Tool}} in the {{Shed}}: {{A Morphological}}, {{Typological}} and {{Geochemical Analysis}} of {{Stone Adzes}} from the {{Auckland}} ({{Tamaki}}) {{Region}}, {{New Zealand}}",,,,2018
lass1994,book,Los Angeles,"Lass, Barbara",,,,,,,,,,,,,,,,,,,,Monograph 37,,,UCLA Institute of Archaeology,,,,Hawaiian {{Adze Production}} and {{Distribution}}. {{Implications}} for the {{Development}} of {{Chiefdoms}},,,,1994
lawrence2014,article,,"Lawrence, Megan and McCoy, Mark D. and Barber, Ian and Walter, Richard",,,,10.1002/arco.5032,,,,,,,,,1834-4453,Archaeology in Oceania,,"Maori,obsidian,pXRF,resource distribution,source characterisation",english,,,3,158--163,,,,,,"Geochemical Sourcing of Obsidians from the {{P\=ur\=akaunui}} Site, {{South Island}}, {{New Zealand}}",,2019-08-24,49,2014
leach1981,book,Dunedin,"Leach, Foss and Ward, Graeme K.",,,,,,,,,,,,,,,,,,,,16,,,University of Otago,,University of {{Otago Studies}} in {{Prehistoric Anthropology}},,Archaeology on {{Kapingamarangi Atoll}},,,,1981
leach1981a,article,,"Leach, Helen and Hamel, Jill",,,,,,,,,,,,,,New Zealand Journal of Archaeology,,,,,,,109--141,,,,,,"Archaic and {{Classic Maori Relationships}} at {{Long Beach}}, {{Otago}}: {{The Artefacts}} and {{Activity Areas}}",,,3,1981
leach1985,article,,"Leach, Foss",,,,,,,,,,,,,,New Zealand Journal of Archaeology,,,newzealand,,,,117--123,,,,,,The Source of Prehistoric Obsidian Artefacts from the {{Polynesian}} Outlier of {{Taumako}} in the {{Solomon Islands}},,2018-01-10,7,1985
leach1987,article,,"Leach, Helen and Witter, Dan",,,,,,,,,,,,,,New Zealand Journal of Archaeology,,,newzealand,,,,33--54,,,,,,Tataga-{{Matau}} ``Rediscovered'',,2018-01-25,9,1987
leach1990,article,,"Leach, Helen and Witter, Dan",,,,,,,,,,,,,,New Zealand Journal of Archaeology,,,,,,,51--83,,,,,,"Further Investigations at the {{Tatagamatau Site}}, {{American Samoa}}",,,12,1990
leach2008,book,Dunedin,"Leach, Foss and Davidson, Janet M.",,,,,,,,,,,,,,,,,,,,,,,New Zealand Journal of Archaeology Special Publication,,,,The {{Archaeology}} of {{Taumako}}: A {{Polynesian Outlier}} in the {{Eastern Solomon Islands}},,,,2008
leahy1970,article,,"Leahy, Anne",,,,,,,42906143,jstor,,,,,0067-0464,Records of the Auckland Institute and Museum,42906143,,,,,,61--82,,,,,,"Excavations at Site {{N38}}/30, {{Motutapu Island}}, {{New Zealand}}",,2019-02-05,7,1970
leahy1991,article,,"Leahy, Anne",,,,,,,42906413,jstor,,,,,0067-0464,Records of the Auckland Institute and Museum,42906413,,,,,,33--68,,,,,,"Excavations at {{Taylor}}'s {{Hill}}, {{R11}}/96, {{Auckland}}",,2019-02-05,28,1991
maury2000,book,Orl\'eans,"Maury, Ren{\'e} C. and Guille, G{\'e}rard and Guillou, Herv{\'e} and Blais, Sylvain and Brousse, Robert",,,,,,,,,,,,,,,,,,,,,,,BRGM,,Carte {{G\'eol France}},,"Notice Explicative, Feuille {{Rurutu}} et {{Tubuai}}, {{Polyn\'esie}} Fran\c caise",,,,2000
maxwell2017,article,,"Maxwell, Justin J. and McCoy, Mark D. and Tromp, Monica and Hoffmann, Andrew and Barber, Ian G.",,,,10.1080/15564894.2017.1285833,,,,,,,,,1556-4894,The Journal of Island and Coastal Archaeology,,"coastal abandonment,conflict,cultivation,microfossils,obsidian",,,,1,1--20,,,,,The {{Difficult Place}} of {{Deserted Coasts}} in {{Archaeology}},"The {{Difficult Place}} of {{Deserted Coasts}} in {{Archaeology}}: {{New Archaeological Research}} on {{Cooks Beach}} ({{Pukaki}}), {{Coromandel Peninsula}}, {{New Zealand}}",,2019-08-24,13,2017
mcalister2011,phdthesis,"Auckland, New Zealand","McAlister, Andrew Joseph",,,,,,,,,,,,,,,,,,,,,,,,Auckland University,,Methodological Issues in the Geochemical Characterisation and Morphological Analysis of Stone Tools,"Methodological Issues in the Geochemical Characterisation and Morphological Analysis of Stone Tools: A Case Study from {{Nuku Hiva}}, {{Marquesas Islands}}, East {{Polynesia}}",,,,2011
mcalister2017,article,,"McAlister, Andrew and Allen, Melinda S.",,,,10.1371/journal.pone.0188207,,,,,,,,,1932-6203,PLOS ONE,,"Archaeology,Decision trees,Geochemistry,Islands,Paleoanthropology,Polynesian people,Raw materials,Volcanoes",,December,,12,e0188207,,,,,,Basalt Geochemistry Reveals High Frequency of Prehistoric Tool Exchange in Low Hierarchy {{Marquesas Islands}} ({{Polynesia}}),,2018-01-08,12,2017
mcalister2019,article,,"McAlister, Andrew",,,,10.1002/arco.5192,,,,,,,,,1834-4453,Archaeology in Oceania,,"caracterisation des sources,multivariate analysis,New Zealand,Nouvelle-Zelande,obsidian,obsidienne,pXRF,source characterisation,statistiques multivariees",english,,,3,131--148,,,,,On Provenance Studies of {{New Zealand}} Obsidians,On Provenance Studies of {{New Zealand}} Obsidians: {{A pXRF-based}} Geochemical Reference Dataset and a Review of Analytical Methods,,2020-10-20,54,2019
mccoy1977,article,,"McCoy, Patrick C.",,,,,,,20705251,jstor,,,,,0032-4000,Journal of the Polynesian Society,20705251,,,,,2,223--244,,,,,,The {{Mauna Kea Adze Quarry Project}}: {{A Summary}} of the 1975 {{Field Investigations}},,2018-01-25,86,1977
mccoy1993,techreport,,"McCoy, Patrick and Makanani, Attwood and Sinoto, Aki",,,,,,,,,,,Kaho'olawe Island Conveyance Commission,,,,,,,,,,204,,,,,,"Archaeological Investigations of the {{Pu}}'u {{Moiwi}} Adze Quarry Complex, {{Kaho}}'olawe",Consultant {{Report}} No. 14,,,1993
mccoy2011,article,,"McCoy, Mark D. and Mills, Peter R. and Lundblad, Steven and Rieth, Tim and Kahn, Jennifer G. and Gard, Rowan",,,,10.1016/j.jas.2011.04.017,,,,,,,,,0305-4403,Journal of Archaeological Science,,"Common pooled resource,Cost surface,Exchange,Hawai'i,Volcanic glass,XRF",,October,,10,2547--2560,,,,,,A Cost Surface Model of Volcanic Glass Quarrying and Exchange in {{Hawai}}`i,,2018-05-24,38,2011
mccoy2011a,article,,"McCoy, Mark D. and Athens, J. Stephen",,,,,,,,,,,,,,Journal of Pacific Archaeology,,,,December,,1,,,,,,,"Sourcing the {{Megalithic Stones}} of {{Nan Madol}}: {{An XRF Study}} of {{Architectural Basalt Stone}} from {{Pohnpei}}, {{Federated States}} of {{Micronesia}}",,2019-03-18,3,2011
mccoy2014a,article,,"McCoy, Mark D. and Ladefoged, Thegn N. and Codlin, Maria and Sutton, Douglas G.",,,,10.1016/j.jas.2013.11.034,,,,,,,,,0305-4403,Journal of Archaeological Science,,"Circumscription theory,New Zealand,Obsidian sourcing,Trade and exchange,Warfare",,February,,,467--475,,,,,Does {{Carneiro}}'s Circumscription Theory Help Us Understand {{Maori}} History?,"Does {{Carneiro}}'s Circumscription Theory Help Us Understand {{Maori}} History? {{An}} Analysis of the Obsidian Assemblage from {{Pouerua Pa}}, {{New Zealand}} ({{Aotearoa}})",,2019-08-24,42,2014
mccoy2014b,article,,"McCoy, Mark D. and Carpenter, Jonathan",,,,10.1371/journal.pone.0084302,,,24416213,pmid,,,,,1932-6203,PLoS ONE,,,,January,,1,,PMC3885548,,,,,Strategies for {{Obtaining Obsidian}} in {{Pre-European Contact Era New Zealand}},,2019-08-24,9,2014
mccoy2015,article,,"McCoy, Mark D. and Alderson, Helen A. and Thompson, A.",,,,10.6067/XCV8M32WWT,,,,,,,,,,Rapa Nui Journal,,,,,,1,5--22,,,,,,"A New Archaeological Field Survey of the Site of {{Nan Madol}}, {{Pohnpei}}",,,29,2015
mccoy2015a,article,,"McCoy, Patrick C. and Weisler, Marshall I. and St Pierre, Emma J. and Bolhar, Robert and Feng, YueXing",,,,10.70460/jpa.v6i2.153,,,,,,,,,,Journal of Pacific Archaeology,,,,,,2,1--20,,,,,,"Geochemistry and {{Technology}} of {{Basaltic Glass Artefacts}} from an {{Embedded Source}} and {{Two High-altitude Base Camps}} in the {{Mauna Kea Adze Quarry Complex}}, {{Hawai}}`i",,,6,2015
mccoy2016,article,,"McCoy, Mark D. and Alderson, Helen A. and Hemi, Richard and Cheng, Hai and Edwards, R. Lawrence",,,,10.1016/j.yqres.2016.08.002,,,,,,,,,"0033-5894, 1096-0287",Quaternary Research,,"/sup,230,Ancient monumental architecture,Geoarchaeology,Geochemistry,Oceania,Portable X-ray fluorescence (pXRF),sup,Th/U),Uranium series dating (",english,November,,3,295--303,,,,,,"Earliest Direct Evidence of Monument Building at the Archaeological Site of {{Nan Madol}} ({{Pohnpei}}, {{Micronesia}}) Identified Using {{230Th}}/{{U}} Coral Dating and Geochemical Sourcing of Megalithic Architectural Stone",,2019-03-15,86,2016
mccoy2016a,article,,"McCoy, Mark D. and Robles, H. Nick",,,,10.1080/15564894.2015.1115788,,,,,,,,,1556-4894,The Journal of Island and Coastal Archaeology,,"island colonization,mobility,New Zealand,obsidian,transient villages",,May,,2,285--293,,,,,The {{Geographic Range}} of {{Interaction Spheres During}} the {{Colonization}} of {{New Zealand}} ({{Aotearoa}}),The {{Geographic Range}} of {{Interaction Spheres During}} the {{Colonization}} of {{New Zealand}} ({{Aotearoa}}): {{New Evidence}} for {{Obsidian Circulation}} in {{Southern New Zealand}},,2019-08-24,11,2016
mccoy2019,article,,"McCoy, Mark D. and Jorgensen, Alex and Glover, Hayley and Stevenson, Christopher and Kneebone, Brendan and Cruickshank, Arden and McAlister, Andrew and McIvor, Isaac and Gemmell, Caleb and O'Neale, Dion O. and Ladefoged, Thegn N.",,,,10.5334/joad.52,,,,,,,,,2049-1565,Journal of Open Archaeology Data,,,english,March,,0,1,,,,,,Geochemical {{Sourcing}} of {{New Zealand Obsidians}} by {{Portable X-Ray Fluorescence}} from 2011 to 2018,,2019-08-24,7,2019
mccoy2020,article,,"McCoy, Mark D. and Cervera, Caroline and Mulrooney, Mara A. and McAlister, Andrew and Kirch, Patrick V.",,,,10.1017/qua.2020.38,,,,,,,,,,Quaternary Research,,"Archaeology,Long-distance voyaging,Obsidian,Polynesia,pXRF,Tikopia,Tonga,Volcanic glass",english,,,,1--9,,,,,,Obsidian and Volcanic Glass Artifact Evidence for Long-Distance Voyaging to the {{Polynesian Outlier}} Island of {{Tikopia}},,,,2020
mckinlay1974,article,,"McKinlay, J. R.",,,,,,,,,,,,,,NZHPT Newsletter,,,,,,,4--6,,,,,,Elletts {{Mountain Excavation}} 1973-74,,,3,1974
mckinlay1975,article,,"McKinlay, J. R.",,,,,,,,,,,,,,NZHPT Newsletter,,,,,,,6,,,,,,Elletts {{Mountain Excavation}} 1974-75,,,5,1975
mckinlay1983,article,,"McKinlay, J. R.",,,,,,,,,,,,,,NZHPT Newsletter,,,,,,,6,,,,,,Elletts {{Mountain Excavation}},,,19,1983
metraux1940,book,Honolulu,"M{\'e}traux, Alfred",,,,,,,,,,,,,,,,,,,,160,,,,,B.{{P}}. {{Bishop Museum Bulletin}},,Ethnology of {{Easter Island}},,,,1940
mills2008,article,,"Mills, Peter R. and Lundblad, Steven P. and Smith, Jacob G. and McCoy, Patrick C. and Naleimaile, Sean P.",,,,10.1017/S0002731600047387,,,,,,,,,"0002-7316, 2325-5064",American Antiquity,,,english,October,,4,743--758,,Cambridge University Press,,,Science and {{Sensitivity}},"Science and {{Sensitivity}}: {{A Geochemical Characterization}} of the {{Mauna Kea Adze Quarry Complex}}, {{Hawai}}'{{I Island}}, {{Hawaii}}",,2020-09-22,73,2008
mills2011,article,,"Mills, Peter R. and Lundblad, Steven P. and Hon, Ken and Nakamura, Jadelyn J. Moniz and Kahahane, Elizabeth L. and {Drake-Raue}, Adrian and Souza, Tanya M. and Wei, Richard",,,,,,,,,,,,,1179-4712,Journal of Pacific Archaeology,,"Archaeology,Craft Specialisation,Exchange,Hawaii,Oceania",english,July,,2,79--92,,,,,,Reappraising Craft Specialization and Exchange in Pre-Contact {{Hawai}}`i through Non-Destructive Sourcing of Basalt Adze Debitage.,,2020-09-22,2,2011
