Source ID 1,Sample ID,Method ID,Note,SiO2 %,TiO2 %,Al2O3 %,Fe2O3 %,FeO %,FeOT %,CaO %,MgO %,MnO %,K2O %,Na2O %,P2O5 %,Li ppm,Be ppm,B ppm,C ppm,CO2 ppm,F ppm,Na ppm,Mg ppm,Al ppm,P ppm,S ppm,Cl ppm,K ppm,Ca ppm,Sc ppm,Ti ppm,V ppm,Cr ppm,Mn ppm,Fe ppm,Co ppm,Ni ppm,Cu ppm,Zn ppm,Ga ppm,Ge ppm,As ppm,Se ppm,Br ppm,Rb ppm,Sr ppm,Y ppm,Zr ppm,Nb ppm,Mo ppm,Ru ppm,Rh ppm,Pd ppm,Ag ppm,Cd ppm,In ppm,Sn ppm,Sb ppm,Te ppm,I ppm,Cs ppm,Ba ppm,La ppm,Ce ppm,Pr ppm,Nd ppm,Sm ppm,Eu ppm,Gd ppm,Tb ppm,Dy ppm,Ho ppm,Er ppm,Tm ppm,Yb ppm,Lu ppm,Hf ppm,Ta ppm,W ppm,Re ppm,Os ppm,Ir ppm,Pt ppm,Au ppm,Hg ppm,Tl ppm,Pb ppm,Bi ppm,Th ppm,U ppm,Nd143_Nd144,Nd143_Nd144 SD value,Nd143_Nd144 SD sigma,Sr87_Sr86,Sr87_Sr86 SD value,Sr87_Sr86 SD sigma,Pb206_Pb204,Pb206_Pb204 SD value,Pb206_Pb204 SD sigma,Pb207_Pb204,Pb207_Pb204 SD value,Pb207_Pb204 SD sigma,Pb208_Pb204,Pb208_Pb204 SD value,Pb208_Pb204 SD sigma,Pb207_Pb206,Pb207_Pb206 SD value,Pb207_Pb206 SD sigma,Pb208_Pb206,Pb208_Pb206 SD value,Pb208_Pb206 SD sigma,Age Ma,Age SD sigma 
charleux2014,charleux2014_Eiao-194,charleux2014_A,,,4.2,,11.9,,,8.9,,0.11,0.9,,,,,,,,,,,,,,,,,,,,72,,,,78,<LOD,83,,,,,,21,618.5,,304,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-195,charleux2014_A,,,4.3,,14.9,,,9.1,,0.15,0.9,,,,,,,,,,,,,,,,,,,,145,,,,77,23,123,,,,,,24,604.3,,300,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-196,charleux2014_A,,,4.5,,13.6,,,8.1,,0.12,0.9,,,,,,,,,,,,,,,,,,,,109,,,,70,28,110,,,,,,22,589,,296,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-199,charleux2014_A,,,5.1,,14.7,,,8.1,,0.21,1.2,,,,,,,,,,,,,,,,,,,,74,,,,124,28,99,,,,,,39,579.9,,295,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-201,charleux2014_A,,,4.6,,14.6,,,9.8,,0.16,0.9,,,,,,,,,,,,,,,,,,,,53,,,,71,16,117,,,,,,20,596.1,,313,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-202,charleux2014_A,,,4.5,,14.2,,,9.3,,0.15,0.9,,,,,,,,,,,,,,,,,,,,76,,,,73,20,97,,,,,,21,609.4,,307,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-208,charleux2014_A,,,3.8,,14.2,,,8.7,,0.13,1,,,,,,,,,,,,,,,,,,,,<LOD,,,,81,12,157,,,,,,26,606.3,,276,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-209,charleux2014_A,,,4.7,,13.7,,,10.1,,0.13,1.3,,,,,,,,,,,,,,,,,,,,59,,,,79,16,117,,,,,,23,604.3,,312,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-21,charleux2014_A,,,4.9,,11.1,,,9.8,,0.15,1.3,,,,,,,,,,,,,,,,,,,,79,,,,98,24,78,,,,,,24,628.7,,342,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-210,charleux2014_A,,,5.1,,13.9,,,7.2,,0.14,1.3,,,,,,,,,,,,,,,,,,,,171,,,,80,16,143,,,,,,28,590,,293,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-212,charleux2014_A,,,4.3,,14.7,,,8.1,,0.14,0.9,,,,,,,,,,,,,,,,,,,,11,,,,47,10,116,,,,,,26,558.5,,298,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-214,charleux2014_A,,,5,,14.2,,,9.3,,0.13,1.4,,,,,,,,,,,,,,,,,,,,<LOD,,,,79,13,93,,,,,,23,582.9,,332,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-215,charleux2014_A,,,4.5,,13.5,,,8.7,,0.11,0.8,,,,,,,,,,,,,,,,,,,,115,,,,98,27,103,,,,,,21,597.2,,313,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-223,charleux2014_A,,,4.3,,14.2,,,8.3,,0.15,1.2,,,,,,,,,,,,,,,,,,,,68,,,,94,33,132,,,,,,23,598.2,,310,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-23,charleux2014_A,,,4.5,,11.8,,,8.6,,0.1,1.1,,,,,,,,,,,,,,,,,,,,49,,,,77,28,87,,,,,,30,617.5,,305,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-4,charleux2014_A,,,4.4,,11.6,,,8.7,,0.12,1.3,,,,,,,,,,,,,,,,,,,,<LOD,,,,75,18,98,,,,,,28,622.6,,308,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-40,charleux2014_A,,,3.6,,10.5,,,7.2,,0.08,1.2,,,,,,,,,,,,,,,,,,,,<LOD,,,,88,12,65,,,,,,22,615.5,,313,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-44,charleux2014_A,,,4.6,,11.7,,,9.2,,0.11,1,,,,,,,,,,,,,,,,,,,,16,,,,66,<LOD,76,,,,,,20,631.7,,318,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-45,charleux2014_A,,,5.1,,13.2,,,10.5,,0.15,1.4,,,,,,,,,,,,,,,,,,,,104,,,,72,9,98,,,,,,30,628.7,,318,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-46,charleux2014_A,,,5.5,,13.9,,,9,,0.16,1.4,,,,,,,,,,,,,,,,,,,,157,,,,45,12,86,,,,,,25,576.8,,329,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-47,charleux2014_A,,,4.7,,11.3,,,10.2,,0.14,1.1,,,,,,,,,,,,,,,,,,,,29,,,,100,20,78,,,,,,29,647,,327,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-49,charleux2014_A,,,3.6,,10.9,,,7.2,,0.1,0.9,,,,,,,,,,,,,,,,,,,,<LOD,,,,75,5,68,,,,,,24,622.6,,316,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-50,charleux2014_A,,,3.7,,10.5,,,7,,0.1,1.2,,,,,,,,,,,,,,,,,,,,14,,,,66,8,61,,,,,,28,576.8,,338,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-51,charleux2014_A,,,4.9,,13.3,,,8.3,,0.11,1.2,,,,,,,,,,,,,,,,,,,,49,,,,166,48,94,,,,,,22,609.4,,305,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-53a,charleux2014_A,,,4.5,,13.8,,,9.2,,0.12,1.1,,,,,,,,,,,,,,,,,,,,68,,,,62,22,97,,,,,,20,601.2,,301,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-53b,charleux2014_A,,,4.1,,14.4,,,7.3,,0.12,1,,,,,,,,,,,,,,,,,,,,34,,,,37,14,102,,,,,,18,578.9,,292,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-55,charleux2014_A,,,4.2,,11.6,,,8.6,,0.13,0.8,,,,,,,,,,,,,,,,,,,,46,,,,66,16,76,,,,,,23,598.2,,292,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-58,charleux2014_A,,,4.8,,13.1,,,9.4,,0.13,1.1,,,,,,,,,,,,,,,,,,,,105,,,,49,<LOD,96,,,,,,23,607.3,,312,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-6,charleux2014_A,,,4.7,,14.3,,,8.6,,0.14,1.1,,,,,,,,,,,,,,,,,,,,205,,,,69,27,102,,,,,,25,587,,291,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-61,charleux2014_A,,,4.6,,12.9,,,9.4,,0.11,1.2,,,,,,,,,,,,,,,,,,,,110,,,,60,37,98,,,,,,22,606.3,,291,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-62,charleux2014_A,,,3.6,,10.3,,,7.2,,0.09,0.8,,,,,,,,,,,,,,,,,,,,<LOD,,,,63,22,64,,,,,,21,618.5,,299,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-65,charleux2014_A,,,3.5,,12.3,,,7.7,,0.1,1,,,,,,,,,,,,,,,,,,,,33,,,,72,24,89,,,,,,25,601.2,,296,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-66,charleux2014_A,,,4.6,,12.7,,,9.3,,0.13,1.2,,,,,,,,,,,,,,,,,,,,36,,,,67,17,101,,,,,,28,602.2,,321,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-67,charleux2014_A,,,4.7,,11.8,,,7.3,,0.1,1,,,,,,,,,,,,,,,,,,,,133,,,,142,37,76,,,,,,33,623.6,,333,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-69,charleux2014_A,,,4,,11.5,,,9.5,,0.11,1.2,,,,,,,,,,,,,,,,,,,,<LOD,,,,38,15,84,,,,,,26,617.5,,314,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-7,charleux2014_A,,,4.5,,10.6,,,8.9,,0.1,1.1,,,,,,,,,,,,,,,,,,,,<LOD,,,,72,26,62,,,,,,21,656.1,,331,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-73,charleux2014_A,,,4.4,,12.4,,,8.7,,0.12,0.9,,,,,,,,,,,,,,,,,,,,57,,,,72,28,80,,,,,,18,595.1,,299,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-74,charleux2014_A,,,4,,12,,,9,,0.1,1.1,,,,,,,,,,,,,,,,,,,,<LOD,,,,71,4,75,,,,,,21,609.4,,295,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-75,charleux2014_A,,,4.2,,13.1,,,8.8,,0.13,1,,,,,,,,,,,,,,,,,,,,114,,,,77,17,95,,,,,,20,606.3,,283,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-77,charleux2014_A,,,4.8,,11.6,,,6.9,,0.1,1.4,,,,,,,,,,,,,,,,,,,,<LOD,,,,28,47,102,,,,,,34,625.6,,371,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-78,charleux2014_A,,,4.4,,12.9,,,7.9,,0.14,0.8,,,,,,,,,,,,,,,,,,,,78,,,,79,10,96,,,,,,25,586,,277,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-80,charleux2014_A,,,4.5,,11.6,,,10.1,,0.1,1.1,,,,,,,,,,,,,,,,,,,,<LOD,,,,66,<LOD,79,,,,,,20,649,,307,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-82a,charleux2014_A,,,3.8,,10.6,,,7.5,,0.1,1.1,,,,,,,,,,,,,,,,,,,,<LOD,,,,47,15,68,,,,,,20,613.4,,303,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-82b,charleux2014_A,,,4.1,,10.6,,,7.3,,0.09,1.1,,,,,,,,,,,,,,,,,,,,<LOD,,,,91,25,64,,,,,,21,609.4,,308,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-83a,charleux2014_A,,,4.3,,14.5,,,9.7,,0.14,0.8,,,,,,,,,,,,,,,,,,,,52,,,,67,30,124,,,,,,19,611.4,,290,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-83b,charleux2014_A,,,4.7,,14.3,,,10.5,,0.15,1.2,,,,,,,,,,,,,,,,,,,,20,,,,69,24,122,,,,,,23,600.2,,299,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-84,charleux2014_A,,,5.3,,15,,,9.3,,0.23,1.4,,,,,,,,,,,,,,,,,,,,199,,,,145,25,113,,,,,,23,633.8,,315,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-87,charleux2014_A,,,4.4,,15,,,8.8,,0.16,1.2,,,,,,,,,,,,,,,,,,,,106,,,,81,46,109,,,,,,25,595.1,,311,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-88,charleux2014_A,,,4.2,,14.3,,,9.8,,0.15,1.2,,,,,,,,,,,,,,,,,,,,90,,,,47,31,98,,,,,,21,583.9,,299,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-9,charleux2014_A,,,4.3,,11,,,7.5,,0.12,0.8,,,,,,,,,,,,,,,,,,,,<LOD,,,,75,4,56,,,,,,26,577.8,,336,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-91,charleux2014_A,,,4.2,,14.3,,,7.3,,0.19,0.9,,,,,,,,,,,,,,,,,,,,<LOD,,,,75,8,115,,,,,,22,571.7,,301,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-92,charleux2014_A,,,5.3,,14.4,,,8.8,,0.15,1.4,,,,,,,,,,,,,,,,,,,,58,,,,89,72,125,,,,,,14,588,,357,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-93,charleux2014_A,,,4.6,,13.8,,,9.8,,0.13,1.2,,,,,,,,,,,,,,,,,,,,29,,,,96,32,114,,,,,,23,606.3,,318,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-94,charleux2014_A,,,5.1,,13.8,,,9.4,,0.15,1.4,,,,,,,,,,,,,,,,,,,,41,,,,94,18,110,,,,,,29,605.3,,310,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-95,charleux2014_A,,,4.3,,13.8,,,9.1,,0.14,1,,,,,,,,,,,,,,,,,,,,113,,,,58,24,119,,,,,,16,585,,308,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-97,charleux2014_A,,,5.1,,14.3,,,8.2,,0.15,0.8,,,,,,,,,,,,,,,,,,,,<LOD,,,,140,17,126,,,,,,24,605.3,,302,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-98,charleux2014_A,,,4.3,,14,,,8.9,,0.16,0.8,,,,,,,,,,,,,,,,,,,,76,,,,70,28,120,,,,,,21,592.1,,295,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-13,charleux2014_B,,,4.1,,13.5,,,10.3,,0.17,1.1,,,,,,,,,,,,,,,,,,,312,104,,,,94,43,110,,,,,,21,609,37,308,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-134,charleux2014_B,,,4.1,,12.9,,,9.1,,0.15,1.1,,,,,,,,,,,,,,,,,,,337,62,,,,91,38,103,,,,,,22,587,36,298,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-143,charleux2014_B,,,4.1,,13.4,,,10.1,,0.16,1.2,,,,,,,,,,,,,,,,,,,325,67,,,,101,35,110,,,,,,29,617,37,299,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-149,charleux2014_B,,,4.2,,13.8,,,9.5,,0.17,1.1,,,,,,,,,,,,,,,,,,,374,91,,,,109,60,120,,,,,,22,600,40,309,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-151,charleux2014_B,,,4.2,,13.3,,,9.3,,0.16,1.1,,,,,,,,,,,,,,,,,,,341,74,,,,109,26,122,,,,,,22,604,38,303,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-154,charleux2014_B,,,4.1,,13.7,,,9.6,,0.17,1,,,,,,,,,,,,,,,,,,,316,78,,,,88,10,106,,,,,,19,598,36,294,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-166,charleux2014_B,,,4,,13.4,,,9.9,,0.16,1.2,,,,,,,,,,,,,,,,,,,324,85,,,,96,52,109,,,,,,31,607,36,309,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-174,charleux2014_B,,,4.8,,13.7,,,9,,0.16,1.1,,,,,,,,,,,,,,,,,,,338,119,,,,93,16,130,,,,,,25,595,39,307,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-181,charleux2014_B,,,4.3,,13.7,,,9.6,,0.17,1.2,,,,,,,,,,,,,,,,,,,279,62,,,,101,37,106,,,,,,31,592,38,293,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-184,charleux2014_B,,,4.4,,14.1,,,10,,0.17,1,,,,,,,,,,,,,,,,,,,326,98,,,,93,33,117,,,,,,22,625,38,298,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-211,charleux2014_B,,,4.1,,11.9,,,9.5,,0.13,1.2,,,,,,,,,,,,,,,,,,,347,76,,,,73,16,111,,,,,,30,596,37,310,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-216,charleux2014_B,,,4.4,,13.3,,,10.4,,0.16,1.3,,,,,,,,,,,,,,,,,,,303,91,,,,94,18,121,,,,,,24,631,38,305,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-25,charleux2014_B,,,3.9,,11.6,,,7.7,,0.12,0.9,,,,,,,,,,,,,,,,,,,409,<LOD,,,,115,37,90,,,,,,25,631,30,321,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-33,charleux2014_B,,,3.9,,12.2,,,9.2,,0.13,1.3,,,,,,,,,,,,,,,,,,,204,23,,,,73,50,99,,,,,,24,591,31,307,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-35,charleux2014_B,,,3.9,,12.4,,,9.8,,0.15,1.4,,,,,,,,,,,,,,,,,,,260,65,,,,86,48,107,,,,,,21,599,36,312,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-37,charleux2014_B,,,4.2,,13.7,,,10.4,,0.17,1.2,,,,,,,,,,,,,,,,,,,291,93,,,,77,37,111,,,,,,20,594,39,309,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-52,charleux2014_B,,,4.3,,12.1,,,9.5,,0.14,1.3,,,,,,,,,,,,,,,,,,,359,94,,,,84,54,107,,,,,,21,595,37,300,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-54,charleux2014_B,,,3.9,,12.8,,,9.3,,0.16,1.1,,,,,,,,,,,,,,,,,,,348,58,,,,93,22,99,,,,,,20,586,36,291,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-56,charleux2014_B,,,4,,14.4,,,9.5,,0.26,1.1,,,,,,,,,,,,,,,,,,,307,48,,,,89,37,107,,,,,,24,610,42,307,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-59,charleux2014_B,,,4.1,,13.6,,,9.7,,0.17,1.1,,,,,,,,,,,,,,,,,,,280,80,,,,150,53,119,,,,,,21,604,43,317,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-60,charleux2014_B,,,4.3,,11.7,,,9.2,,0.14,1.1,,,,,,,,,,,,,,,,,,,195,43,,,,79,16,101,,,,,,29,599,29,302,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-63,charleux2014_B,,,4,,13.5,,,9.8,,0.17,1.1,,,,,,,,,,,,,,,,,,,275,88,,,,105,15,107,,,,,,19,609,37,309,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
charleux2014,charleux2014_Eiao-70,charleux2014_B,,,4,,11,,,9.2,,0.11,1,,,,,,,,,,,,,,,,,,,202,<LOD,,,,50,23,69,,,,,,25,649,27,327,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
