Primary analytical & method-specific metadata,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
METHOD IDENTIFICATION,,ANALYTICAL PROCEDURE,,,,,,ANALYTICAL ACCURACY & REPRODUCIBILITY ,,,,,DETECTION LIMIT,,TOTAL PROCEDURAL BLANK,,FRACTIONATION CORRECTION (ONLY FOR ISOTOPIC ANALYSES),,,,,NORMALIZATION,,
"Method code
[citation code][ _ ][A], [B] ; etc.",PARAMETER,Technique,Instrument,Laboratory,Analyst,Analysis date,Analysis comment,Reference sample name,Reference sample measured value,Reference uncertainty,Reference uncertainty unit,Number of measurements,Detection limit,Unit,Blank value,Unit,Parameter,Reference sample name,Value used for fractionation correction,Reference sample accepted value,Citation,Reference sample name,Reference sample accepted value,Citation
must match codes in TAB 2 COL AM,must match parameters in TAB 3 COL AN-ES,see drop-down list,,,,,,,,standard deviation,,leave blank if 1,,e.g. ppm,,e.g. ppm,e.g. Nd146_Nd144,e.g. La Jolla,e.g. 0.7219,i.e. from literature,if known,if applicable,,e.g. USGS
Best-1992-JPS_A,CaO,XRF,Phillips PW 1410 XRF SP,University of Auckland,"Sheppard, Peter; Parker, Robin ",,,?,?,,,,,,,,,,,,,,,
Best-1992-JPS_A,MgO,XRF,Phillips PW 1410 XRF SP,University of Auckland,"Sheppard, Peter; Parker, Robin ",,,?,?,,,,,,,,,,,,,,,
Best-1992-JPS_A,MnO,XRF,Phillips PW 1410 XRF SP,University of Auckland,"Sheppard, Peter; Parker, Robin ",,,?,?,,,,,,,,,,,,,,,
Best-1992-JPS_A,K2O,XRF,Phillips PW 1410 XRF SP,University of Auckland,"Sheppard, Peter; Parker, Robin ",,,?,?,,,,,,,,,,,,,,,
Best-1992-JPS_A,Na2O,XRF,Phillips PW 1410 XRF SP,University of Auckland,"Sheppard, Peter; Parker, Robin ",,,?,?,,,,,,,,,,,,,,,
Best-1992-JPS_A,P2O5,XRF,Phillips PW 1410 XRF SP,University of Auckland,"Sheppard, Peter; Parker, Robin ",,,?,?,,,,,,,,,,,,,,,
Best-1992-JPS_A,V,XRF,Phillips PW 1410 XRF SP,University of Auckland,"Sheppard, Peter; Parker, Robin ",,,?,?,,,,,,,,,,,,,,,
Best-1992-JPS_A,Cr,XRF,Phillips PW 1410 XRF SP,University of Auckland,"Sheppard, Peter; Parker, Robin ",,,?,?,,,,,,,,,,,,,,,
Best-1992-JPS_A,Ni,XRF,Phillips PW 1410 XRF SP,University of Auckland,"Sheppard, Peter; Parker, Robin ",,,?,?,,,,,,,,,,,,,,,
Best-1992-JPS_A,Cu,XRF,Phillips PW 1410 XRF SP,University of Auckland,"Sheppard, Peter; Parker, Robin ",,,?,?,,,,,,,,,,,,,,,
Best-1992-JPS_A,Zn,XRF,Phillips PW 1410 XRF SP,University of Auckland,"Sheppard, Peter; Parker, Robin ",,,?,?,,,,,,,,,,,,,,,
Best-1992-JPS_A,As,XRF,Phillips PW 1410 XRF SP,University of Auckland,"Sheppard, Peter; Parker, Robin ",,,?,?,,,,,,,,,,,,,,,
Best-1992-JPS_A,Rb,XRF,Phillips PW 1410 XRF SP,University of Auckland,"Sheppard, Peter; Parker, Robin ",,,?,?,,,,,,,,,,,,,,,
Best-1992-JPS_A,Sr,XRF,Phillips PW 1410 XRF SP,University of Auckland,"Sheppard, Peter; Parker, Robin ",,,?,?,,,,,,,,,,,,,,,
Best-1992-JPS_A,Y,XRF,Phillips PW 1410 XRF SP,University of Auckland,"Sheppard, Peter; Parker, Robin ",,,?,?,,,,,,,,,,,,,,,
Best-1992-JPS_A,Zr,XRF,Phillips PW 1410 XRF SP,University of Auckland,"Sheppard, Peter; Parker, Robin ",,,?,?,,,,,,,,,,,,,,,
Best-1992-JPS_A,Nb,XRF,Phillips PW 1410 XRF SP,University of Auckland,"Sheppard, Peter; Parker, Robin ",,,?,?,,,,,,,,,,,,,,,
Best-1992-JPS_A,Ba,XRF,Phillips PW 1410 XRF SP,University of Auckland,"Sheppard, Peter; Parker, Robin ",,,?,?,,,,,,,,,,,,,,,
Best-1992-JPS_A,La,XRF,Phillips PW 1410 XRF SP,University of Auckland,"Sheppard, Peter; Parker, Robin ",,,?,?,,,,,,,,,,,,,,,
Best-1992-JPS_A,Pb,XRF,Phillips PW 1410 XRF SP,University of Auckland,"Sheppard, Peter; Parker, Robin ",,,?,?,,,,,,,,,,,,,,,
Best-1992-JPS_A,Th,XRF,Phillips PW 1410 XRF SP,University of Auckland,"Sheppard, Peter; Parker, Robin ",,,?,?,,,,,,,,,,,,,,,
Sinton-1997-Database_A,SiO2,WD-XRF,Siemens 303AS,University of Hawai‘i at Manoa,"Sinton, John",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_A,TiO2,WD-XRF,Siemens 303AS,University of Hawai‘i at Manoa,"Sinton, John",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_A,Al2O3,WD-XRF,Siemens 303AS,University of Hawai‘i at Manoa,"Sinton, John",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_A,FeO,WD-XRF,Siemens 303AS,University of Hawai‘i at Manoa,"Sinton, John",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_A,CaO,WD-XRF,Siemens 303AS,University of Hawai‘i at Manoa,"Sinton, John",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_A,MgO,WD-XRF,Siemens 303AS,University of Hawai‘i at Manoa,"Sinton, John",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_A,MnO,WD-XRF,Siemens 303AS,University of Hawai‘i at Manoa,"Sinton, John",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_A,K2O,WD-XRF,Siemens 303AS,University of Hawai‘i at Manoa,"Sinton, John",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_A,Na2O,WD-XRF,Siemens 303AS,University of Hawai‘i at Manoa,"Sinton, John",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_A,P2O5,WD-XRF,Siemens 303AS,University of Hawai‘i at Manoa,"Sinton, John",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_A,Sc,WD-XRF,Siemens 303AS,University of Hawai‘i at Manoa,"Sinton, John",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_A,V,WD-XRF,Siemens 303AS,University of Hawai‘i at Manoa,"Sinton, John",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_A,Cr,WD-XRF,Siemens 303AS,University of Hawai‘i at Manoa,"Sinton, John",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_A,Ni,WD-XRF,Siemens 303AS,University of Hawai‘i at Manoa,"Sinton, John",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_A,Cu,WD-XRF,Siemens 303AS,University of Hawai‘i at Manoa,"Sinton, John",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_A,Zn,WD-XRF,Siemens 303AS,University of Hawai‘i at Manoa,"Sinton, John",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_A,Rb,WD-XRF,Siemens 303AS,University of Hawai‘i at Manoa,"Sinton, John",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_A,Sr,WD-XRF,Siemens 303AS,University of Hawai‘i at Manoa,"Sinton, John",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_A,Y,WD-XRF,Siemens 303AS,University of Hawai‘i at Manoa,"Sinton, John",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_A,Zr,WD-XRF,Siemens 303AS,University of Hawai‘i at Manoa,"Sinton, John",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_A,Nb,WD-XRF,Siemens 303AS,University of Hawai‘i at Manoa,"Sinton, John",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_A,Ba,WD-XRF,Siemens 303AS,University of Hawai‘i at Manoa,"Sinton, John",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_A,La,WD-XRF,Siemens 303AS,University of Hawai‘i at Manoa,"Sinton, John",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_A,Pb,WD-XRF,Siemens 303AS,University of Hawai‘i at Manoa,"Sinton, John",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_A,Th,WD-XRF,Siemens 303AS,University of Hawai‘i at Manoa,"Sinton, John",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_B,SiO2,WD-XRF,Phillips PW 1210 XRF,University of Auckland,"Sheppard, Peter",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_B,TiO2,WD-XRF,Phillips PW 1210 XRF,University of Auckland,"Sheppard, Peter",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_B,Al2O3,WD-XRF,Phillips PW 1210 XRF,University of Auckland,"Sheppard, Peter",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_B,FeO,WD-XRF,Phillips PW 1210 XRF,University of Auckland,"Sheppard, Peter",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_B,CaO,WD-XRF,Phillips PW 1210 XRF,University of Auckland,"Sheppard, Peter",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_B,MgO,WD-XRF,Phillips PW 1210 XRF,University of Auckland,"Sheppard, Peter",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_B,MnO,WD-XRF,Phillips PW 1210 XRF,University of Auckland,"Sheppard, Peter",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_B,K2O,WD-XRF,Phillips PW 1210 XRF,University of Auckland,"Sheppard, Peter",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_B,Na2O,WD-XRF,Phillips PW 1210 XRF,University of Auckland,"Sheppard, Peter",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_B,P2O5,WD-XRF,Phillips PW 1210 XRF,University of Auckland,"Sheppard, Peter",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_C,SiO2,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_C,TiO2,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_C,Al2O3,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_C,FeO,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_C,CaO,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_C,MgO,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_C,MnO,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_C,K2O,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_C,Na2O,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_C,P2O5,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_C,Sc,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_C,V,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_C,Cr,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_C,Ni,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_C,Cu,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_C,Zn,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_C,Rb,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_C,Sr,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_C,Y,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_C,Zr,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_C,Nb,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_C,Ba,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_C,La,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_C,Pb,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_C,Th,WD-XRF,Rigaku 3370,Washington State University,"Hooper, Peter",,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_D,SiO2,WD-XRF,,North Carolina State University,,,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_D,TiO2,WD-XRF,,North Carolina State University,,,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_D,Al2O3,WD-XRF,,North Carolina State University,,,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_D,FeO,WD-XRF,,North Carolina State University,,,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_D,CaO,WD-XRF,,North Carolina State University,,,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_D,MgO,WD-XRF,,North Carolina State University,,,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_D,MnO,WD-XRF,,North Carolina State University,,,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_D,K2O,WD-XRF,,North Carolina State University,,,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_D,Na2O,WD-XRF,,North Carolina State University,,,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_D,P2O5,WD-XRF,,North Carolina State University,,,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_E,SiO2,WD-XRF,,United States Geological Survey,,,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_E,TiO2,WD-XRF,,United States Geological Survey,,,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_E,Al2O3,WD-XRF,,United States Geological Survey,,,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_E,FeO,WD-XRF,,United States Geological Survey,,,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_E,CaO,WD-XRF,,United States Geological Survey,,,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_E,MgO,WD-XRF,,United States Geological Survey,,,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_E,MnO,WD-XRF,,United States Geological Survey,,,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_E,K2O,WD-XRF,,United States Geological Survey,,,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_E,Na2O,WD-XRF,,United States Geological Survey,,,,,,,,,,,,,,,,,,,,
Sinton-1997-Database_E,P2O5,WD-XRF,,United States Geological Survey,,,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ_A,SiO2,WD-XRF,Phillips PW 1410/00 XRF,University of Auckland,"Sheppard, Peter; Wilmshurst, John",,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ_A,TiO2,WD-XRF,Phillips PW 1410/00 XRF,University of Auckland,"Sheppard, Peter; Wilmshurst, John",,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ_A,Al2O3,WD-XRF,Phillips PW 1410/00 XRF,University of Auckland,"Sheppard, Peter; Wilmshurst, John",,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ_A,FeOT,WD-XRF,Phillips PW 1410/00 XRF,University of Auckland,"Sheppard, Peter; Wilmshurst, John",,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ_A,CaO,WD-XRF,Phillips PW 1410/00 XRF,University of Auckland,"Sheppard, Peter; Wilmshurst, John",,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ_A,MgO,WD-XRF,Phillips PW 1410/00 XRF,University of Auckland,"Sheppard, Peter; Wilmshurst, John",,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ_A,MnO,WD-XRF,Phillips PW 1410/00 XRF,University of Auckland,"Sheppard, Peter; Wilmshurst, John",,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ_A,K2O,WD-XRF,Phillips PW 1410/00 XRF,University of Auckland,"Sheppard, Peter; Wilmshurst, John",,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ_A,Na2O,WD-XRF,Phillips PW 1410/00 XRF,University of Auckland,"Sheppard, Peter; Wilmshurst, John",,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ_A,P2O5,WD-XRF,Phillips PW 1410/00 XRF,University of Auckland,"Sheppard, Peter; Wilmshurst, John",,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ_A,V,WD-XRF,Phillips PW 1410/00 XRF,University of Auckland,"Sheppard, Peter; Wilmshurst, John",,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ_A,Cr,WD-XRF,Phillips PW 1410/00 XRF,University of Auckland,"Sheppard, Peter; Wilmshurst, John",,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ_A,Ni,WD-XRF,Phillips PW 1410/00 XRF,University of Auckland,"Sheppard, Peter; Wilmshurst, John",,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ_A,Cu,WD-XRF,Phillips PW 1410/00 XRF,University of Auckland,"Sheppard, Peter; Wilmshurst, John",,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ_A,Zn,WD-XRF,Phillips PW 1410/00 XRF,University of Auckland,"Sheppard, Peter; Wilmshurst, John",,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ_A,Rb,WD-XRF,Phillips PW 1410/00 XRF,University of Auckland,"Sheppard, Peter; Wilmshurst, John",,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ_A,Sr,WD-XRF,Phillips PW 1410/00 XRF,University of Auckland,"Sheppard, Peter; Wilmshurst, John",,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ_A,Y,WD-XRF,Phillips PW 1410/00 XRF,University of Auckland,"Sheppard, Peter; Wilmshurst, John",,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ_A,Zr,WD-XRF,Phillips PW 1410/00 XRF,University of Auckland,"Sheppard, Peter; Wilmshurst, John",,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ_A,Nb,WD-XRF,Phillips PW 1410/00 XRF,University of Auckland,"Sheppard, Peter; Wilmshurst, John",,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ_A,Ba,WD-XRF,Phillips PW 1410/00 XRF,University of Auckland,"Sheppard, Peter; Wilmshurst, John",,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ_A,La,WD-XRF,Phillips PW 1410/00 XRF,University of Auckland,"Sheppard, Peter; Wilmshurst, John",,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ_A,Pb,WD-XRF,Phillips PW 1410/00 XRF,University of Auckland,"Sheppard, Peter; Wilmshurst, John",,,,,,,,,,,,,,,,,,,
Felgate-2001-ANZ_A,Th,WD-XRF,Phillips PW 1410/00 XRF,University of Auckland,"Sheppard, Peter; Wilmshurst, John",,,,,,,,,,,,,,,,,,,
Kneebone-2018-Tamaki_A,SiO2,ED-XRF,Bruker Tracer III SD,University of Auckland,"Kneebone, Brendan",2017.0,,JR-1,72.337426584418,,,,,,,,,,,,,,,
Kneebone-2018-Tamaki_A,K2O,ED-XRF,Bruker Tracer III SD,University of Auckland,"Kneebone, Brendan",2017.0,,JR-1,4.37781432531528,,,,,,,,,,,,,,,
Kneebone-2018-Tamaki_A,CaO,ED-XRF,Bruker Tracer III SD,University of Auckland,"Kneebone, Brendan",2017.0,,JR-1,0.681011198617716,,,,,,,,,,,,,,,
Kneebone-2018-Tamaki_A,TiO2,ED-XRF,Bruker Tracer III SD,University of Auckland,"Kneebone, Brendan",2017.0,,JR-1,0.0921288865916492,,,,,,,,,,,,,,,
Kneebone-2018-Tamaki_A,V,ED-XRF,Bruker Tracer III SD,University of Auckland,"Kneebone, Brendan",2017.0,,JR-1,<LOD,,,,,,,,,,,,,,,
Kneebone-2018-Tamaki_A,Cr,ED-XRF,Bruker Tracer III SD,University of Auckland,"Kneebone, Brendan",2017.0,,JR-1,4.49044396647944,,,,,,,,,,,,,,,
Kneebone-2018-Tamaki_A,Mn,ED-XRF,Bruker Tracer III SD,University of Auckland,"Kneebone, Brendan",2017.0,,JR-1,777.596431883918,,,,,,,,,,,,,,,
Kneebone-2018-Tamaki_A,Fe2O3,ED-XRF,Bruker Tracer III SD,University of Auckland,"Kneebone, Brendan",2017.0,,JR-1,0.962400386491647,,,,,,,,,,,,,,,
Kneebone-2018-Tamaki_A,Ni,ED-XRF,Bruker Tracer III SD,University of Auckland,"Kneebone, Brendan",2017.0,,JR-1,<LOD,,,,,,,,,,,,,,,
Kneebone-2018-Tamaki_A,Cu,ED-XRF,Bruker Tracer III SD,University of Auckland,"Kneebone, Brendan",2017.0,,JR-1,<LOD,,,,,,,,,,,,,,,
Kneebone-2018-Tamaki_A,Zn,ED-XRF,Bruker Tracer III SD,University of Auckland,"Kneebone, Brendan",2017.0,,JR-1,23.7795882093739,,,,,,,,,,,,,,,
Kneebone-2018-Tamaki_A,Pb,ED-XRF,Bruker Tracer III SD,University of Auckland,"Kneebone, Brendan",2017.0,,JR-1,25.6580476674488,,,,,,,,,,,,,,,
Kneebone-2018-Tamaki_A,Th,ED-XRF,Bruker Tracer III SD,University of Auckland,"Kneebone, Brendan",2017.0,,JR-1,12.68577,,,,,,,,,,,,,,,
Kneebone-2018-Tamaki_A,Rb,ED-XRF,Bruker Tracer III SD,University of Auckland,"Kneebone, Brendan",2017.0,,JR-1,259.301218544941,,,,,,,,,,,,,,,
Kneebone-2018-Tamaki_A,Sr,ED-XRF,Bruker Tracer III SD,University of Auckland,"Kneebone, Brendan",2017.0,,JR-1,32.29,,,,,,,,,,,,,,,
Kneebone-2018-Tamaki_A,Y,ED-XRF,Bruker Tracer III SD,University of Auckland,"Kneebone, Brendan",2017.0,,JR-1,44.5398688134232,,,,,,,,,,,,,,,
Kneebone-2018-Tamaki_A,Zr,ED-XRF,Bruker Tracer III SD,University of Auckland,"Kneebone, Brendan",2017.0,,JR-1,98.0542884650697,,,,,,,,,,,,,,,
Kneebone-2018-Tamaki_A,Nb,ED-XRF,Bruker Tracer III SD,University of Auckland,"Kneebone, Brendan",2017.0,,JR-1,17.8534040530269,,,,,,,,,,,,,,,
Kneebone-2018-Tamaki_A,SiO2,ED-XRF,Bruker Tracer III SD,University of Auckland,"Kneebone, Brendan",2017.0,,JR-2,69.940109318946,,,,,,,,,,,,,,,
Kneebone-2018-Tamaki_A,K2O,ED-XRF,Bruker Tracer III SD,University of Auckland,"Kneebone, Brendan",2017.0,,JR-2,4.3035343849235,,,,,,,,,,,,,,,
Kneebone-2018-Tamaki_A,CaO,ED-XRF,Bruker Tracer III SD,University of Auckland,"Kneebone, Brendan",2017.0,,JR-2,0.541763791478058,,,,,,,,,,,,,,,
Kneebone-2018-Tamaki_A,TiO2,ED-XRF,Bruker Tracer III SD,University of Auckland,"Kneebone, Brendan",2017.0,,JR-2,0.0347632467403964,,,,,,,,,,,,,,,
Kneebone-2018-Tamaki_A,V,ED-XRF,Bruker Tracer III SD,University of Auckland,"Kneebone, Brendan",2017.0,,JR-2,<LOD,,,,,,,,,,,,,,,
Kneebone-2018-Tamaki_A,Cr,ED-XRF,Bruker Tracer III SD,University of Auckland,"Kneebone, Brendan",2017.0,,JR-2,1.68797354769139,,,,,,,,,,,,,,,
Kneebone-2018-Tamaki_A,Mn,ED-XRF,Bruker Tracer III SD,University of Auckland,"Kneebone, Brendan",2017.0,,JR-2,881.9650789312,,,,,,,,,,,,,,,
Kneebone-2018-Tamaki_A,Fe2O3,ED-XRF,Bruker Tracer III SD,University of Auckland,"Kneebone, Brendan",2017.0,,JR-2,0.859252401675743,,,,,,,,,,,,,,,
Kneebone-2018-Tamaki_A,Ni,ED-XRF,Bruker Tracer III SD,University of Auckland,"Kneebone, Brendan",2017.0,,JR-2,<LOD,,,,,,,,,,,,,,,
Kneebone-2018-Tamaki_A,Cu,ED-XRF,Bruker Tracer III SD,University of Auckland,"Kneebone, Brendan",2017.0,,JR-2,<LOD,,,,,,,,,,,,,,,
Kneebone-2018-Tamaki_A,Zn,ED-XRF,Bruker Tracer III SD,University of Auckland,"Kneebone, Brendan",2017.0,,JR-2,27.094942766308,,,,,,,,,,,,,,,
Kneebone-2018-Tamaki_A,Pb,ED-XRF,Bruker Tracer III SD,University of Auckland,"Kneebone, Brendan",2017.0,,JR-2,21.6103033540209,,,,,,,,,,,,,,,
Kneebone-2018-Tamaki_A,Th,ED-XRF,Bruker Tracer III SD,University of Auckland,"Kneebone, Brendan",2017.0,,JR-2,10.8279,,,,,,,,,,,,,,,
Kneebone-2018-Tamaki_A,Rb,ED-XRF,Bruker Tracer III SD,University of Auckland,"Kneebone, Brendan",2017.0,,JR-2,303.713385057532,,,,,,,,,,,,,,,
Kneebone-2018-Tamaki_A,Sr,ED-XRF,Bruker Tracer III SD,University of Auckland,"Kneebone, Brendan",2017.0,,JR-2,10.703,,,,,,,,,,,,,,,
Kneebone-2018-Tamaki_A,Y,ED-XRF,Bruker Tracer III SD,University of Auckland,"Kneebone, Brendan",2017.0,,JR-2,49.4880941816547,,,,,,,,,,,,,,,
Kneebone-2018-Tamaki_A,Zr,ED-XRF,Bruker Tracer III SD,University of Auckland,"Kneebone, Brendan",2017.0,,JR-2,97.8699866644082,,,,,,,,,,,,,,,
Kneebone-2018-Tamaki_A,Nb,ED-XRF,Bruker Tracer III SD,University of Auckland,"Kneebone, Brendan",2017.0,,JR-2,20.06139338844,,,,,,,,,,,,,,,
Ayres-1997-Pohnpei_A,FeO,INAA,,,,,,,,,,,,,,,,,,,,,,
Ayres-1997-Pohnpei_A,NaO,INAA,,,,,,,,,,,,,,,,,,,,,,
Ayres-1997-Pohnpei_A,Co,INAA,,,,,,,,,,,,,,,,,,,,,,
Ayres-1997-Pohnpei_A,Sc,INAA,,,,,,,,,,,,,,,,,,,,,,
Ayres-1997-Pohnpei_A,Cr,INAA,,,,,,,,,,,,,,,,,,,,,,
Ayres-1997-Pohnpei_A,Ta,INAA,,,,,,,,,,,,,,,,,,,,,,
Ayres-1997-Pohnpei_A,Hf,INAA,,,,,,,,,,,,,,,,,,,,,,
Ayres-1997-Pohnpei_A,Th,INAA,,,,,,,,,,,,,,,,,,,,,,
Ayres-1997-Pohnpei_A,U,INAA,,,,,,,,,,,,,,,,,,,,,,
Ayres-1997-Pohnpei_A,Ba,INAA,,,,,,,,,,,,,,,,,,,,,,
Ayres-1997-Pohnpei_A,La,INAA,,,,,,,,,,,,,,,,,,,,,,
Ayres-1997-Pohnpei_A,Ce,INAA,,,,,,,,,,,,,,,,,,,,,,
Ayres-1997-Pohnpei_A,Nd,INAA,,,,,,,,,,,,,,,,,,,,,,
Ayres-1997-Pohnpei_A,Sm,INAA,,,,,,,,,,,,,,,,,,,,,,
Ayres-1997-Pohnpei_A,Eu,INAA,,,,,,,,,,,,,,,,,,,,,,
Ayres-1997-Pohnpei_A,Tb,INAA,,,,,,,,,,,,,,,,,,,,,,
Ayres-1997-Pohnpei_A,Yb,INAA,,,,,,,,,,,,,,,,,,,,,,
