Primary analytical & method-specific metadata,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
METHOD IDENTIFICATION,,ANALYTICAL PROCEDURE,,,,,,ANALYTICAL ACCURACY & REPRODUCIBILITY ,,,,,DETECTION LIMIT,,TOTAL PROCEDURAL BLANK,,FRACTIONATION CORRECTION (ONLY FOR ISOTOPIC ANALYSES),,,,,NORMALIZATION,,
"Method code
[citation code][ _ ][A], [B] ; etc.",PARAMETER,Technique,Instrument,Laboratory,Analyst,Analysis date,Analysis comment,Reference sample name,Reference sample measured value,Reference uncertainty,Reference uncertainty unit,Number of measurements,Detection limit,Unit,Blank value,Unit,Parameter,Reference sample name,Value used for fractionation correction,Reference sample accepted value,Citation,Reference sample name,Reference sample accepted value,Citation
must match codes in TAB 2 COL AM,must match parameters in TAB 3 COL AN-ES,see drop-down list,,,,,,,,standard deviation,,leave blank if 1,,e.g. ppm,,e.g. ppm,e.g. Nd146_Nd144,e.g. La Jolla,e.g. 0.7219,i.e. from literature,if known,if applicable,,e.g. USGS
Collerson-2007-Science_B,Sc,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,31.87,1.67,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,V,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,310.0,1.38,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Cr,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,295.3,2.65,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Co,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,45.06,1.4,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Ni,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,116.6,3.91,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Cu,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,140.0,5.8,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Zn,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,105.0,5.41,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Ga,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,21.1,1.17,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Rb,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,9.31,0.83,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Sr,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,396.0,0.55,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Y,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,24.61,0.8,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Zr,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,170.0,1.4,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Nb,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,18.48,1.0,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Sn,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,2.25,14.77,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Cs,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,0.097,2.26,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Ba,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,132.0,0.76,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,La,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,15.43,0.76,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Ce,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,38.25,0.69,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Pr,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,5.46,0.68,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Nd,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,24.73,0.61,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Sm,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,6.13,0.89,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Eu,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,2.07,0.92,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Gd,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,6.29,0.79,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Tb,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,0.95,0.93,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Dy,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,5.3,0.89,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Ho,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,1.01,0.85,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Er,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,2.53,0.96,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Tm,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,0.34,1.22,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Yb,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,2.01,1.01,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Lu,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,0.28,1.33,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Hf,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,4.35,1.42,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Ta,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,1.16,1.24,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,W,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,0.2,3.82,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Tl,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,0.04,5.49,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Pb,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,2.02,4.14,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Th,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,1.2,1.06,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,U,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BHVO-1,0.43,1.27,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Li,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,9.16,0.85,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Be,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,0.62,9.8,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Sc,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,36.07,1.78,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,V,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,262.0,1.18,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Cr,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,92.79,4.8,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Co,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,44.53,1.62,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Ni,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,69.99,6.71,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Cu,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,103.0,15.69,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Zn,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,77.0,3.45,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Ga,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,17.42,1.0,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Rb,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,19.8,1.01,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Sr,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,195.0,0.51,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Y,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,20.11,0.88,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Zr,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,87.87,0.91,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Nb,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,7.28,0.95,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Sn,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,1.95,7.99,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Cs,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,0.89,1.1,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Ba,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,170.0,0.43,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,La,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,10.52,0.98,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Ce,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,23.22,0.66,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Pr,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,3.03,0.69,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Nd,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,12.91,0.54,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Sm,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,3.27,0.75,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Eu,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,1.09,0.73,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Gd,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,0.62,0.86,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Tb,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,3.71,0.82,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Dy,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,3.81,1.02,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Ho,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,0.8,0.97,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Er,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,2.22,1.01,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Tm,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,0.33,1.43,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Yb,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,2.06,0.92,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Lu,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,0.3,1.26,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Hf,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,2.36,0.9,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Ta,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,0.45,1.48,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,W,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,0.24,1.51,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Tl,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,0.09,,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Pb,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,7.53,9.88,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Th,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,2.1,0.47,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,U,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,BCR-21,0.51,1.16,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Li,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,9.16,0.85,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Be,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,0.62,9.8,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Sc,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,36.07,1.78,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,V,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,262.0,1.18,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Cr,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,92.79,4.8,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Co,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,44.53,1.62,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Ni,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,69.99,6.71,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Cu,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,103.0,15.69,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Zn,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,77.0,3.45,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Ga,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,17.42,1.0,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Rb,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,19.8,1.01,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Sr,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,195.0,0.51,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Y,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,20.11,0.88,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Zr,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,87.87,0.91,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Nb,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,7.28,0.95,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Sn,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,1.95,7.99,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Cs,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,0.89,1.1,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Ba,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,170.0,0.43,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,La,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,10.52,0.98,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Ce,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,23.22,0.66,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Pr,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,3.03,0.69,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Nd,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,12.91,0.54,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Sm,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,3.27,0.75,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Eu,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,1.09,0.73,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Gd,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,0.62,0.86,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Tb,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,3.71,0.82,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Dy,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,3.81,1.02,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Ho,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,0.8,0.97,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Er,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,2.22,1.01,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Tm,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,0.33,1.43,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Yb,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,2.06,0.92,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Lu,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,0.3,1.26,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Hf,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,2.36,0.9,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Ta,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,0.45,1.48,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,W,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,0.24,1.51,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Tl,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,0.09,,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Pb,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,7.53,9.88,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,Th,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,2.1,0.47,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_B,U,ICP:MS,Fisons PQ2+,University of Queensland,"Collerson, Kenneth",,,W-2,0.51,1.16,%,254.0,,,,,,,,,,,,
Collerson-2007-Science_C,Nd143_Nd144,TIMS,VG 54-30 Sector multicollector,University of Queensland,"Collerson, Kenneth",,,Ames Nd,0.511977,1.1e-05,2σ,long-term reproducibility over 9 years,,,,,,,,,,,,
Collerson-2007-Science_C,Sr87_Sr86,TIMS,VG 54-30 Sector multicollector,University of Queensland,"Collerson, Kenneth",,,NBS SRM 987,0.710251,2.4e-05,2σ,long-term reproducibility over 9 years,,,,,,,,,,,,
Collerson-2007-Science_C,Pb206_Pb204,TIMS,VG 54-30 Sector multicollector,University of Queensland,"Collerson, Kenneth",,,NBS SRM 981,16.9406,0.008,2σ,6.0,,,,,,,,,,,,
Collerson-2007-Science_C,Pb207_Pb204,TIMS,VG 54-30 Sector multicollector,University of Queensland,"Collerson, Kenneth",,,NBS SRM 981,15.4942,0.0097,2σ,6.0,,,,,,,,,,,,
Collerson-2007-Science_C,Pb208_Pb204,TIMS,VG 54-30 Sector multicollector,University of Queensland,"Collerson, Kenneth",,,NBS SRM 981,36.7177,0.0321,2σ,6.0,,,,,,,,,,,,
Collerson-2007-Science_C,Pb207_Pb206,TIMS,VG 54-30 Sector multicollector,University of Queensland,"Collerson, Kenneth",,,NBS SRM 981,0.91461,0.00018,2σ,6.0,,,,,,,,,,,,
Collerson-2007-Science_C,Pb208_Pb206,TIMS,VG 54-30 Sector multicollector,University of Queensland,"Collerson, Kenneth",,,NBS SRM 981,2.16746,0.00098,2σ,6.0,,,,,,,,,,,,
Fankhauser-2009-Fiji_A,SiO2,ED-XRF,"JEOL JSM-6400 scanning electron microscope (SEM), fitted with an Oxford 138 eV SATW 10 mm2 detector",James Cook University,,,,,,,,,,,,,,,,,,,,
Fankhauser-2009-Fiji_A,TiO2,ED-XRF,"JEOL JSM-6400 scanning electron microscope (SEM), fitted with an Oxford 138 eV SATW 10 mm2 detector",James Cook University,,,,,,,,,,,,,,,,,,,,
Fankhauser-2009-Fiji_A,Al2O3,ED-XRF,"JEOL JSM-6400 scanning electron microscope (SEM), fitted with an Oxford 138 eV SATW 10 mm2 detector",James Cook University,,,,,,,,,,,,,,,,,,,,
Fankhauser-2009-Fiji_A,Fe2O3,ED-XRF,"JEOL JSM-6400 scanning electron microscope (SEM), fitted with an Oxford 138 eV SATW 10 mm2 detector",James Cook University,,,,,,,,,,,,,,,,,,,,
Fankhauser-2009-Fiji_A,CaO,ED-XRF,"JEOL JSM-6400 scanning electron microscope (SEM), fitted with an Oxford 138 eV SATW 10 mm2 detector",James Cook University,,,,,,,,,,,,,,,,,,,,
Fankhauser-2009-Fiji_A,MgO,ED-XRF,"JEOL JSM-6400 scanning electron microscope (SEM), fitted with an Oxford 138 eV SATW 10 mm2 detector",James Cook University,,,,,,,,,,,,,,,,,,,,
Fankhauser-2009-Fiji_A,MnO,ED-XRF,"JEOL JSM-6400 scanning electron microscope (SEM), fitted with an Oxford 138 eV SATW 10 mm2 detector",James Cook University,,,,,,,,,,,,,,,,,,,,
Fankhauser-2009-Fiji_A,K2O,ED-XRF,"JEOL JSM-6400 scanning electron microscope (SEM), fitted with an Oxford 138 eV SATW 10 mm2 detector",James Cook University,,,,,,,,,,,,,,,,,,,,
Fankhauser-2009-Fiji_A,Na2O,ED-XRF,"JEOL JSM-6400 scanning electron microscope (SEM), fitted with an Oxford 138 eV SATW 10 mm2 detector",James Cook University,,,,,,,,,,,,,,,,,,,,
Fankhauser-2009-Fiji_B,P2O5,ICP:AES,NA,James Cook University,,,,,,,,,,,,,,,,,,,,
Fankhauser-2009-Fiji_C,As,ICP:MS,"‘Ultramass’ ICPMS, manufactured by Varian Australia",James Cook University,,,,BHVO-1,<5,,,,,,,,,,,,,,,
Fankhauser-2009-Fiji_C,Ba,ICP:MS,"‘Ultramass’ ICPMS, manufactured by Varian Australia",James Cook University,,,,BHVO-1,129.8,,,,,,,,,,,,,,,
Fankhauser-2009-Fiji_C,Ce,ICP:MS,"‘Ultramass’ ICPMS, manufactured by Varian Australia",James Cook University,,,,BHVO-1,36.4,,,,,,,,,,,,,,,
Fankhauser-2009-Fiji_C,Cr,ICP:MS,"‘Ultramass’ ICPMS, manufactured by Varian Australia",James Cook University,,,,BHVO-1,257.4,,,,,,,,,,,,,,,
Fankhauser-2009-Fiji_C,Cu,ICP:MS,"‘Ultramass’ ICPMS, manufactured by Varian Australia",James Cook University,,,,BHVO-1,136.0,,,,,,,,,,,,,,,
Fankhauser-2009-Fiji_C,Ga,ICP:MS,"‘Ultramass’ ICPMS, manufactured by Varian Australia",James Cook University,,,,BHVO-1,22.0,,,,,,,,,,,,,,,
Fankhauser-2009-Fiji_C,La,ICP:MS,"‘Ultramass’ ICPMS, manufactured by Varian Australia",James Cook University,,,,BHVO-1,16.2,,,,,,,,,,,,,,,
Fankhauser-2009-Fiji_C,Nb,ICP:MS,"‘Ultramass’ ICPMS, manufactured by Varian Australia",James Cook University,,,,BHVO-1,19.3,,,,,,,,,,,,,,,
Fankhauser-2009-Fiji_C,Nd,ICP:MS,"‘Ultramass’ ICPMS, manufactured by Varian Australia",James Cook University,,,,BHVO-1,21.6,,,,,,,,,,,,,,,
Fankhauser-2009-Fiji_C,Ni,ICP:MS,"‘Ultramass’ ICPMS, manufactured by Varian Australia",James Cook University,,,,BHVO-1,115.1,,,,,,,,,,,,,,,
Fankhauser-2009-Fiji_C,Pb,ICP:MS,"‘Ultramass’ ICPMS, manufactured by Varian Australia",James Cook University,,,,BHVO-1,2.0,,,,,,,,,,,,,,,
Fankhauser-2009-Fiji_C,Rb,ICP:MS,"‘Ultramass’ ICPMS, manufactured by Varian Australia",James Cook University,,,,BHVO-1,13.7,,,,,,,,,,,,,,,
Fankhauser-2009-Fiji_C,Sc,ICP:MS,"‘Ultramass’ ICPMS, manufactured by Varian Australia",James Cook University,,,,BHVO-1,32.1,,,,,,,,,,,,,,,
Fankhauser-2009-Fiji_C,Sr,ICP:MS,"‘Ultramass’ ICPMS, manufactured by Varian Australia",James Cook University,,,,BHVO-1,318.9,,,,,,,,,,,,,,,
Fankhauser-2009-Fiji_C,Th,ICP:MS,"‘Ultramass’ ICPMS, manufactured by Varian Australia",James Cook University,,,,BHVO-1,1.0,,,,,,,,,,,,,,,
Fankhauser-2009-Fiji_C,V,ICP:MS,"‘Ultramass’ ICPMS, manufactured by Varian Australia",James Cook University,,,,BHVO-1,310.3,,,,,,,,,,,,,,,
Fankhauser-2009-Fiji_C,Y,ICP:MS,"‘Ultramass’ ICPMS, manufactured by Varian Australia",James Cook University,,,,BHVO-1,25.5,,,,,,,,,,,,,,,
Fankhauser-2009-Fiji_C,Zn,ICP:MS,"‘Ultramass’ ICPMS, manufactured by Varian Australia",James Cook University,,,,BHVO-1,116.4,,,,,,,,,,,,,,,
Fankhauser-2009-Fiji_C,Zr,ICP:MS,"‘Ultramass’ ICPMS, manufactured by Varian Australia",James Cook University,,,,BHVO-1,182.5,,,,,,,,,,,,,,,
