Sample Information & archaeological provenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMPLE IDENTIFICATION,,,,,INDIVIDUAL SAMPLE CONDITION AND PREPARATION,,,,,PETROGRAPHIC DESCRIPTION,,LOCATION,,,,,,,ARTEFACT IDENTIFICATION,,,,,ARCHAEOLOGICAL COLLECTION,,,,,SITE IDENTIFICATION,,,,,,
Citation code 1 [Data],Sample name,Pofatu ID,Sample category,Sample comment,Analyzed material 1,Analyzed material 2,Sample preparation,Chemical treatment,Number of replicates,Petrography,Comments,Location 1,Location 2,Location 3,Location comment,Latitude,Longitude,Elevation,Citation code 2 [Artefact],Artefact name,Artefact category,Artefact description,Artefact comments,Collector,Fieldwork,Fieldwork date,Collection storage location,Collection comment,Citation 3 [Site],Site name,Site code,Site context,Site comments,Stratigraphic position,Stratigraphy comments
must match TAB 1 COL H,,RESERVED TO ADMIN,see drop-down list,,see drop-down list,see drop-down list,"e.g. crushed in agate mill, sieved at 500 microns",e.g. whole rock samples were dissolved in 0.1M HF + 5.0M HNO3,,,,Archipelago,Island name,Locality,,,,,must match TAB 1 COL K,,see drop-down list,see drop-down list,,,Survey OR Excavation,,,,must match TAB 1 COL N,,,see drop-down list,,"Level, Square, etc.",
Weisler-1994-JPS,92-31,Weisler-1994-JPS_92-31,ARTEFACT,,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water.,,,,,COOK,MANGAIA,TANGATATAU,,-21.946136,-157.936664,50.0,Kirch-2017-Tangatatau,M44-F35-7-5,ADZE,FRAGMENT (DISTAL),DUFF TYPE 1A ,Kirch,EXCAVATION,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,M44-F35-7-5,ZONE 3,
Weisler-1994-JPS,92-33,Weisler-1994-JPS_92-33,ARTEFACT,,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water.,,,,,COOK,MANGAIA,TANGATATAU,,-21.946136,-157.936664,50.0,Kirch-2017-Tangatatau,M44-D32-10-3,ADZE,COMPLETE,DUFF TYPE 2A ,Kirch,EXCAVATION,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,M44-D32-10-3,ZONE 3,
Weisler-1994-JPS,92-191,Weisler-1994-JPS_92-191,ARTEFACT,,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water.,,,,,COOK,MANGAIA,TANGATATAU,,-21.946136,-157.936664,50.0,Kirch-2017-Tangatatau,M44-F35-3-1,ADZE,FRAGMENT (PROXIMAL),DUFF TYPE 3A ,Kirch,EXCAVATION,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,M44-F35-3-1,ZONE 8,
Weisler-1994-JPS,92-198,Weisler-1994-JPS_92-198,ARTEFACT,,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water.,,,,,COOK,MANGAIA,TANGATATAU,,-21.946136,-157.936664,50.0,Kirch-2017-Tangatatau,M44-D34-9-2,ADZE,FRAGMENT (PROXIMAL),DUFF TYPE 3,Kirch,EXCAVATION,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,M44-D34-9-2,ZONE 2,
Weisler-1994-JPS,92-39,Weisler-1994-JPS_92-39,ARTEFACT,,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water.,,,,,COOK,MANGAIA,TANGATATAU,,-21.946136,-157.936664,50.0,Kirch-2017-Tangatatau,M44-E31-8-1,ADZE,COMPLETE,,Kirch,EXCAVATION,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,M44-E31-8-1,ZONE 5,
Weisler-1995-PNAS,MATA'ARE-2,Weisler-1995-PNAS_MATA'ARE-2,SOURCE,Lab number = 1q,Whole rock,Core sample,1 to2 mm chips were acid-washed in 6 M HCl at 100°C for30 minutes and then rinsed in ultra pure water,"Samples were dissolved in an HF/HNO3 mixture, 10:1 (vol/vol). Pb was extracted by standard anion-exchange techniques in HBr",,,,COOK,MANGAIA,MATA'ARE,,-21.92,-157.9269,,Weisler-1995-PNAS,,GEOLOGICAL,NA,,,Survey,,,,Weisler-1995-PNAS,MATA'ARE,,QUARRY,,,
Weisler-1995-PNAS,TATAGAMATAU-B-1,Weisler-1995-PNAS_TATAGAMATAU-B-1,SOURCE,Lab number = 2q,Whole rock,Core sample,1 to2 mm chips were acid-washed in 6 M HCl at 100°C for30 minutes and then rinsed in ultra pure water,"Samples were dissolved in an HF/HNO3 mixture, 10:1 (vol/vol). Pb was extracted by standard anion-exchange techniques in HBr",,,,SAMOA,TUTUILA,TATAGAMATAU,,-14.33,-170.78,,Weisler-1995-PNAS,,GEOLOGICAL,NA,,,Survey,,,,Weisler-1995-PNAS,TATAGAMATAU,,QUARRY,,,
Weisler-1995-PNAS,TATAGAMATAU-C-1,Weisler-1995-PNAS_TATAGAMATAU-C-1,SOURCE,Lab number = 3q,Whole rock,Core sample,1 to2 mm chips were acid-washed in 6 M HCl at 100°C for30 minutes and then rinsed in ultra pure water,"Samples were dissolved in an HF/HNO3 mixture, 10:1 (vol/vol). Pb was extracted by standard anion-exchange techniques in HBr",,,,SAMOA,TUTUILA,TATAGAMATAU,,-14.33,-170.78,,Weisler-1995-PNAS,,GEOLOGICAL,NA,,,Survey,,,,Weisler-1995-PNAS,TATAGAMATAU,,QUARRY,,,
Weisler-1995-PNAS,PAPENOO-1,Weisler-1995-PNAS_PAPENOO-1,SOURCE,Lab number = 4q,Whole rock,Core sample,1 to2 mm chips were acid-washed in 6 M HCl at 100°C for30 minutes and then rinsed in ultra pure water,"Samples were dissolved in an HF/HNO3 mixture, 10:1 (vol/vol). Pb was extracted by standard anion-exchange techniques in HBr",,,,SOCIETY,TAHITI,PAPENO'O,,-17.580977,-149.423338,,Weisler-1995-PNAS,,GEOLOGICAL,NA,,,Survey,,,,Weisler-1995-PNAS,PAPENO'O,,QUARRY,,,
Weisler-1995-PNAS,TAHINU,Weisler-1995-PNAS_TAHINU,SOURCE,Lab number = 5q,Whole rock,Core sample,1 to2 mm chips were acid-washed in 6 M HCl at 100°C for30 minutes and then rinsed in ultra pure water,"Samples were dissolved in an HF/HNO3 mixture, 10:1 (vol/vol). Pb was extracted by standard anion-exchange techniques in HBr",,,,SOCIETY,TAHITI,TAHINU,,-17.651891,-149.451473,,Weisler-1995-PNAS,,GEOLOGICAL,NA,,,Survey,,,,Weisler-1995-PNAS,TAHINU,,QUARRY,,,
Weisler-1995-PNAS,MANGAREVA-1,Weisler-1995-PNAS_MANGAREVA-1,SOURCE,Lab number = 6g,Whole rock,Core sample,1 to2 mm chips were acid-washed in 6 M HCl at 100°C for30 minutes and then rinsed in ultra pure water,"Samples were dissolved in an HF/HNO3 mixture, 10:1 (vol/vol). Pb was extracted by standard anion-exchange techniques in HBr",,,,GAMBIER,MANGAREVA,NA,,-23.11,-134.97,,Weisler-1995-PNAS,,GEOLOGICAL,NA,,,Survey,,,,Weisler-1995-PNAS,NA,,NATURAL,,,
Weisler-1995-PNAS,AUKENA-4,Weisler-1995-PNAS_AUKENA-4,SOURCE,Lab number = 7g,Whole rock,Core sample,1 to2 mm chips were acid-washed in 6 M HCl at 100°C for30 minutes and then rinsed in ultra pure water,"Samples were dissolved in an HF/HNO3 mixture, 10:1 (vol/vol). Pb was extracted by standard anion-exchange techniques in HBr",,,,GAMBIER,AUKENA,NA,,-23.133162,-134.906382,,Weisler-1995-PNAS,,GEOLOGICAL,NA,,,Survey,,,,Weisler-1995-PNAS,NA,,NATURAL,,,
Weisler-1995-PNAS,KAMAKA-5,Weisler-1995-PNAS_KAMAKA-5,SOURCE,Lab number = 8g,Whole rock,Core sample,1 to2 mm chips were acid-washed in 6 M HCl at 100°C for30 minutes and then rinsed in ultra pure water,"Samples were dissolved in an HF/HNO3 mixture, 10:1 (vol/vol). Pb was extracted by standard anion-exchange techniques in HBr",,,,GAMBIER,KAMAKA,NA,,-23.243227,-134.957478,,Weisler-1995-PNAS,,GEOLOGICAL,NA,,,Survey,,,,Weisler-1995-PNAS,NA,,NATURAL,,,
Weisler-1995-PNAS,AGAKAUITAI-1,Weisler-1995-PNAS_AGAKAUITAI-1,SOURCE,Lab number = 9g,Whole rock,Core sample,1 to2 mm chips were acid-washed in 6 M HCl at 100°C for30 minutes and then rinsed in ultra pure water,"Samples were dissolved in an HF/HNO3 mixture, 10:1 (vol/vol). Pb was extracted by standard anion-exchange techniques in HBr",,,,GAMBIER,AGAKAUITAI,NA,,-23.165387,-135.035208,,Weisler-1995-PNAS,,GEOLOGICAL,NA,,,Survey,,,,Weisler-1995-PNAS,NA,,NATURAL,,,
Weisler-1995-PNAS,TARAVAI-6,Weisler-1995-PNAS_TARAVAI-6,SOURCE,Lab number = 10g,Whole rock,Core sample,1 to2 mm chips were acid-washed in 6 M HCl at 100°C for30 minutes and then rinsed in ultra pure water,"Samples were dissolved in an HF/HNO3 mixture, 10:1 (vol/vol). Pb was extracted by standard anion-exchange techniques in HBr",,,,GAMBIER,TARAVAI,NA,,-23.148096,-135.036335,,Weisler-1995-PNAS,,GEOLOGICAL,NA,,,Survey,,,,Weisler-1995-PNAS,NA,,NATURAL,,,
Weisler-1995-PNAS,TAUTAMA,Weisler-1995-PNAS_TAUTAMA,SOURCE,Lab number = 11g,Whole rock,Core sample,1 to2 mm chips were acid-washed in 6 M HCl at 100°C for30 minutes and then rinsed in ultra pure water,"Samples were dissolved in an HF/HNO3 mixture, 10:1 (vol/vol). Pb was extracted by standard anion-exchange techniques in HBr",,,,PITCAIRN,PITCAIRN,TAUTAMA,,-25.076356,-130.104976,20.0,Weisler-1995-PNAS,,GEOLOGICAL,NA,,,Survey,,,,Weisler-1995-PNAS,TAUTAMA,,NATURAL,,,
Weisler-1995-PNAS,TAUTAMA-7,Weisler-1995-PNAS_TAUTAMA-7,SOURCE,Lab number = 12q,Whole rock,Core sample,1 to2 mm chips were acid-washed in 6 M HCl at 100°C for30 minutes and then rinsed in ultra pure water,"Samples were dissolved in an HF/HNO3 mixture, 10:1 (vol/vol). Pb was extracted by standard anion-exchange techniques in HBr",,,,PITCAIRN,PITCAIRN,TAUTAMA,,-25.076356,-130.104976,20.0,Weisler-1995-PNAS,,GEOLOGICAL,NA,,,Survey,,,,Weisler-1995-PNAS,TAUTAMA,,QUARRY,,,
Weisler-1995-PNAS,TAUTAMA-8,Weisler-1995-PNAS_TAUTAMA-8,SOURCE,Lab number = 13q,Whole rock,Core sample,1 to2 mm chips were acid-washed in 6 M HCl at 100°C for30 minutes and then rinsed in ultra pure water,"Samples were dissolved in an HF/HNO3 mixture, 10:1 (vol/vol). Pb was extracted by standard anion-exchange techniques in HBr",,,,PITCAIRN,PITCAIRN,TAUTAMA,,-25.076356,-130.104976,20.0,Weisler-1995-PNAS,,GEOLOGICAL,NA,,,Survey,,,,Weisler-1995-PNAS,TAUTAMA,,QUARRY,,,
Weisler-1995-PNAS,RANO-KAU-II,Weisler-1995-PNAS_RANO-KAU-II,SOURCE,Lab number = 14q,Whole rock,Core sample,1 to2 mm chips were acid-washed in 6 M HCl at 100°C for30 minutes and then rinsed in ultra pure water,"Samples were dissolved in an HF/HNO3 mixture, 10:1 (vol/vol). Pb was extracted by standard anion-exchange techniques in HBr",,,,RAPA_NUI,RAPA_NUI,RANO_KAU,,-27.194145,-109.4298,,Weisler-1995-PNAS,,GEOLOGICAL,NA,,,Survey,,,,Weisler-1995-PNAS,RANO_KAU,,QUARRY,,,
Weisler-1995-PNAS,EASTER-E6,Weisler-1995-PNAS_EASTER-E6,SOURCE,Lab number = 15g,Whole rock,Core sample,1 to2 mm chips were acid-washed in 6 M HCl at 100°C for30 minutes and then rinsed in ultra pure water,"Samples were dissolved in an HF/HNO3 mixture, 10:1 (vol/vol). Pb was extracted by standard anion-exchange techniques in HBr",,,,RAPA_NUI,RAPA_NUI,NA,,-27.11,-109.35,,Weisler-1995-PNAS,,GEOLOGICAL,NA,,,Survey,,,,Weisler-1995-PNAS,NA,,NATURAL,,,
Weisler-1995-PNAS,EASTER-E12,Weisler-1995-PNAS_EASTER-E12,SOURCE,Lab number = 16g,Whole rock,Core sample,1 to2 mm chips were acid-washed in 6 M HCl at 100°C for30 minutes and then rinsed in ultra pure water,"Samples were dissolved in an HF/HNO3 mixture, 10:1 (vol/vol). Pb was extracted by standard anion-exchange techniques in HBr",,,,RAPA_NUI,RAPA_NUI,NA,,-27.11,-109.35,,Weisler-1995-PNAS,,GEOLOGICAL,NA,,,Survey,,,,Weisler-1995-PNAS,NA,,NATURAL,,,
Weisler-1995-PNAS,HAAUPAUPA,Weisler-1995-PNAS_HAAUPAUPA,SOURCE,Lab number = 17q,Whole rock,Core sample,1 to2 mm chips were acid-washed in 6 M HCl at 100°C for30 minutes and then rinsed in ultra pure water,"Samples were dissolved in an HF/HNO3 mixture, 10:1 (vol/vol). Pb was extracted by standard anion-exchange techniques in HBr",,,,MARQUESAS,NUKU_HIVA,HA'A'UPA'UPA,,-8.810169,-140.050172,<10,Weisler-1995-PNAS,,GEOLOGICAL,NA,,,Survey,,,,Weisler-1995-PNAS,HA'A'UPA'UPA,,QUARRY,,,
Weisler-1995-PNAS,MOOMOMI,Weisler-1995-PNAS_MOOMOMI,SOURCE,Lab number = 18q,Whole rock,Core sample,1 to2 mm chips were acid-washed in 6 M HCl at 100°C for30 minutes and then rinsed in ultra pure water,"Samples were dissolved in an HF/HNO3 mixture, 10:1 (vol/vol). Pb was extracted by standard anion-exchange techniques in HBr",,,,HAWAI'I,MOLOKA'I,MO'OMOMI,,21.200409,-157.15766,,Weisler-1995-PNAS,,GEOLOGICAL,NA,,,Survey,,,,Weisler-1995-PNAS,MO'OMOMI,,QUARRY,,,
Weisler-1995-PNAS,5-11/6-13,Weisler-1995-PNAS_5-11/6-13,ARTEFACT,Lab number = A-a,Whole rock,Core sample,1 to2 mm chips were acid-washed in 6 M HCl at 100°C for30 minutes and then rinsed in ultra pure water,"Samples were dissolved in an HF/HNO3 mixture, 10:1 (vol/vol). Pb was extracted by standard anion-exchange techniques in HBr",,,,PITCAIRN,HENDERSON,HEN-5,,-24.38,-128.32,<10,Weisler-1995-BJLS,5-11/6-13,,,,M. Weisler,Excavation,,,,Weisler-1995-BJLS,HEN-5,,DOMESTIC,,LEVEL 6,
Weisler-1995-PNAS,5-8/2-7,Weisler-1995-PNAS_5-8/2-7,ARTEFACT,Lab number = B-a,Whole rock,Core sample,1 to2 mm chips were acid-washed in 6 M HCl at 100°C for30 minutes and then rinsed in ultra pure water,"Samples were dissolved in an HF/HNO3 mixture, 10:1 (vol/vol). Pb was extracted by standard anion-exchange techniques in HBr",,,,PITCAIRN,HENDERSON,HEN-5,,-24.38,-128.32,<10,Weisler-1995-BJLS,5-8/2-7,,,,M. Weisler,Excavation,,,,Weisler-1995-BJLS,HEN-5,,DOMESTIC,,LEVEL 2,
Weisler-1995-PNAS,3W3S0/3-18,Weisler-1995-PNAS_3W3S0/3-18,ARTEFACT,Lab number = C-a,Whole rock,Core sample,1 to2 mm chips were acid-washed in 6 M HCl at 100°C for30 minutes and then rinsed in ultra pure water,"Samples were dissolved in an HF/HNO3 mixture, 10:1 (vol/vol). Pb was extracted by standard anion-exchange techniques in HBr",,,,PITCAIRN,HENDERSON,HEN-3,,-24.38,-128.32,<10,Weisler-1995-BJLS,3W3S0/3-18,,,,M. Weisler,Excavation,,,,Weisler-1995-BJLS,HEN-3,,DOMESTIC,,LEVEL 3,
Weisler-1995-PNAS,3W2S0/3-6,Weisler-1995-PNAS_3W2S0/3-6,ARTEFACT,Lab number = D-a,Whole rock,Core sample,1 to2 mm chips were acid-washed in 6 M HCl at 100°C for30 minutes and then rinsed in ultra pure water,"Samples were dissolved in an HF/HNO3 mixture, 10:1 (vol/vol). Pb was extracted by standard anion-exchange techniques in HBr",,,,PITCAIRN,HENDERSON,HEN-3,,-24.38,-128.32,<10,Weisler-1995-BJLS,3W2S0/3-6,,,,M. Weisler,Excavation,,,,Weisler-1995-BJLS,HEN-3,,DOMESTIC,,LEVEL 3,
Weisler-1995-PNAS,3W3S0/3-8,Weisler-1995-PNAS_3W3S0/3-8,ARTEFACT,Lab number = E-a,Whole rock,Core sample,1 to2 mm chips were acid-washed in 6 M HCl at 100°C for30 minutes and then rinsed in ultra pure water,"Samples were dissolved in an HF/HNO3 mixture, 10:1 (vol/vol). Pb was extracted by standard anion-exchange techniques in HBr",,,,PITCAIRN,HENDERSON,HEN-3,,-24.38,-128.32,<10,Weisler-1995-BJLS,3W3S0/3-8,,,,M. Weisler,Excavation,,,,Weisler-1995-BJLS,HEN-3,,DOMESTIC,,LEVEL 3,
Weisler-1995-PNAS,5-6/3-2,Weisler-1995-PNAS_5-6/3-2,ARTEFACT,Lab number = F-a,Whole rock,Core sample,1 to2 mm chips were acid-washed in 6 M HCl at 100°C for30 minutes and then rinsed in ultra pure water,"Samples were dissolved in an HF/HNO3 mixture, 10:1 (vol/vol). Pb was extracted by standard anion-exchange techniques in HBr",,,,PITCAIRN,HENDERSON,HEN-5,,-24.38,-128.32,<10,Weisler-1995-BJLS,5-6/3-2,OVEN STONE,,,M. Weisler,Excavation,,,,Weisler-1995-BJLS,HEN-5,,DOMESTIC,,LEVEL 3,
Weisler-1996-PNAS,92-187,Weisler-1996-PNAS_92-187,ARTEFACT,,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water,,,,,COOK,MANGAIA,TANGATATAU,,-21.946136,-157.936664,50.0,Kirch-2017-Tangatatau,C31-8-1,ADZE,FRAGMENT,Edge of adze (back or front face incorporating a side),P. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,ZONE 3 - LEVEL8(C31),
Weisler-1996-PNAS,92-188,Weisler-1996-PNAS_92-188,ARTEFACT,,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water,,,,,COOK,MANGAIA,TANGATATAU,,-21.946136,-157.936664,50.0,Kirch-2017-Tangatatau,D34-9-8,ADZE,FRAGMENT (DISTAL),Corner at cutting edge,P. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,ZONE 2 - LEVEL9(D34),
Weisler-1996-PNAS,92-190,Weisler-1996-PNAS_92-190,ARTEFACT,,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water,,,,,COOK,MANGAIA,TANGATATAU,,-21.946136,-157.936664,50.0,Kirch-2017-Tangatatau,D34-8-10,ADZE,FRAGMENT,Corner of back-side or front-side,P. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,ZONE 2 - LEVEL8(D34),
Weisler-1996-PNAS,92-192,Weisler-1996-PNAS_92-192,ARTEFACT,,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water,,,,,COOK,MANGAIA,TANGATATAU,,-21.946136,-157.936664,50.0,Kirch-2017-Tangatatau,D32-3-5,ADZE,FRAGMENT (DISTAL),Portion of bevel include side of adze,P. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,ZONE 8 - LEVEL3(D32),
Weisler-1996-PNAS,92-194,Weisler-1996-PNAS_92-194,ARTEFACT,,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water,,,,,COOK,MANGAIA,TANGATATAU,,-21.946136,-157.936664,50.0,Kirch-2017-Tangatatau,D32-11-1,NA,NA,,P. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,ZONE 2,
Weisler-1996-PNAS,92-196,Weisler-1996-PNAS_92-196,ARTEFACT,,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water,,,,,COOK,MANGAIA,TANGATATAU,,-21.946136,-157.936664,50.0,Kirch-2017-Tangatatau,D31-5-14,NA,NA,,P. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,ZONE 8,
Weisler-1996-PNAS,92-199,Weisler-1996-PNAS_92-199,ARTEFACT,,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water,,,,,COOK,MANGAIA,TANGATATAU,,-21.946136,-157.936664,50.0,Kirch-2017-Tangatatau,E32-5-1,FLAKE (ADZE KNAPPING),NA,"Complete flake, polish on dorsal face and platform",P. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,ZONE 8 - LEVEL5(E32),
Weisler-1996-PNAS,92-200,Weisler-1996-PNAS_92-200,ARTEFACT,,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water,,,,,COOK,MANGAIA,TANGATATAU,,-21.946136,-157.936664,50.0,Kirch-2017-Tangatatau,E34-7-3,FLAKE (ADZE KNAPPING),NA,"Broken expanding flake, polish on platform and dorsal face, width incomplete, ventral face polished from use?",P. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,ZONE 3 - LEVEL7(E34),
Weisler-1996-PNAS,92-202,Weisler-1996-PNAS_92-202,ARTEFACT,,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water,,,,,COOK,MANGAIA,TANGATATAU,,-21.946136,-157.936664,50.0,Kirch-2017-Tangatatau,E35-8-2,NA,NA,,P. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,ZONE 2,
Weisler-1996-PNAS,92-203,Weisler-1996-PNAS_92-203,ARTEFACT,,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water,,,,,COOK,MANGAIA,TANGATATAU,,-21.946136,-157.936664,50.0,Kirch-2017-Tangatatau,E33-9-12,FLAKE (ADZE KNAPPING),NA,"Broken flake, polished on dorsal face",P. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,ZONE 3 - LEVEL9(E33),
Weisler-1996-PNAS,92-204,Weisler-1996-PNAS_92-204,ARTEFACT,,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water,,,,,COOK,MANGAIA,TANGATATAU,,-21.946136,-157.936664,50.0,Kirch-2017-Tangatatau,F35-9-5,NA,NA,,P. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,ZONE 2,
Weisler-1996-PNAS,92-206,Weisler-1996-PNAS_92-206,ARTEFACT,,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water,,,,,COOK,MANGAIA,TANGATATAU,,-21.946136,-157.936664,50.0,Kirch-2017-Tangatatau,D31-8-3,FLAKE (ADZE KNAPPING),NA,"Complete flake, polish on dorsal face",P. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,ZONE 5 - LEVEL8(D31),
Weisler-1996-PNAS,92-208,Weisler-1996-PNAS_92-208,ARTEFACT,,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water,,,,,COOK,MANGAIA,TANGATATAU,,-21.946136,-157.936664,50.0,Kirch-2017-Tangatatau,D33-3-6,ADZE,FRAGMENT,Pit against wall'; 'corner' of polished surfaces are rounded,P. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,ZONE 10 - LEVEL3(D33),
Weisler-1996-PNAS,92-210,Weisler-1996-PNAS_92-210,ARTEFACT,,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water,,,,,COOK,MANGAIA,TANGATATAU,,-21.946136,-157.936664,50.0,Kirch-2017-Tangatatau,D33-3-7,FLAKE (ADZE KNAPPING),NA,"Expanding flake; hammer dressing and polish on dorsal face, flake termination used",P. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,ZONE 10 - LEVEL3(D33),
Weisler-1996-PNAS,92-211,Weisler-1996-PNAS_92-211,ARTEFACT,,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water,,,,,COOK,MANGAIA,TANGATATAU,,-21.946136,-157.936664,50.0,Kirch-2017-Tangatatau,C32-3-3,ADZE,FRAGMENT,"Complete width of side, back or front of adze",P. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,ZONE 2 - LEVEL3(C32),
Weisler-1996-PNAS,92-214,Weisler-1996-PNAS_92-214,ARTEFACT,,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water,,,,,COOK,MANGAIA,TANGATATAU,,-21.946136,-157.936664,50.0,Kirch-2017-Tangatatau,E34-4-3,FLAKE (ADZE KNAPPING),NA,"Expanding flake, polish on platform and dorsal face",P. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,ZONE 6 - LEVEL4(E34),
Weisler-1996-PNAS,92-215,Weisler-1996-PNAS_92-215,ARTEFACT,,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water,,,,,COOK,MANGAIA,TANGATATAU,,-21.946136,-157.936664,50.0,Kirch-2017-Tangatatau,D32-8-3,FLAKE (ADZE KNAPPING),NA,"Complete flake, polish on dorsal face",P. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,ZONE 5 - LEVEL8(D32),
Weisler-1996-PNAS,92-217,Weisler-1996-PNAS_92-217,ARTEFACT,,Whole rock,Sample surface,Carbonate encrustations were removed with a 10% solution of HCI and then rinsed in distilled water,,,,,COOK,MANGAIA,TANGATATAU,,-21.946136,-157.936664,50.0,Kirch-2017-Tangatatau,D31-7-1,FLAKE (ADZE KNAPPING),NA,"Complete expanding flake, polish on dorsal face",P. Kirch,Excavation,1989-1991,UC Berkeley (USA),,Kirch-2017-Tangatatau,TANGATATAU,MAN-44,ROCKSHELTER,,"FEATURE 32, BETWEEN ZONES 5-8 - LEVEL7(D31)",
